ESTIMATIVAS DA POPULAÇÃO RESIDENTE NOS MUNICÍPIOS BRASILEIROS COM DATA DE REFERÊNCIA EM 1º DE JULHO DE 2019;;;;
UF;COD. UF;COD. MUNIC;NOME DO MUNICÍPIO; POPULAÇÃO ESTIMADA 
PB;25;12754;Riachão do Bacamarte;4,521
PB;25;12762;Riachão do Poço;4,509
PB;25;12788;Riacho de Santo Antônio;1,948
PB;25;12804;Riacho dos Cavalos;8,526
PB;25;12903;Rio Tinto;24,176
PB;25;13000;Salgadinho;3,885
PB;25;13109;Salgado de São Félix;12,140
PB;25;13158;Santa Cecília;6,558
PB;25;13208;Santa Cruz;6,583
PB;25;13307;Santa Helena;5,889
PB;25;13356;Santa Inês;3,595
PB;25;13406;Santa Luzia;15,382
PB;25;13505;Santana de Mangueira;5,162
PB;25;13604;Santana dos Garrotes;7,031
PB;25;13653;Joca Claudino*;2,636
PB;25;13703;Santa Rita;136,586
PB;25;13802;Santa Teresinha;4,573
PB;25;13851;Santo André;2,521
PB;25;13901;São Bento;34,031
PB;25;13927;São Bentinho;4,529
PB;25;13943;São Domingos do Cariri;2,615
PB;25;13968;São Domingos;3,073
PB;25;13984;São Francisco;3,392
PB;25;14008;São João do Cariri;4,199
PB;25;14107;São João do Tigre;4,422
PB;25;14206;São José da Lagoa Tapada;7,630
PB;25;14305;São José de Caiana;6,359
PB;25;14404;São José de Espinharas;4,682
PB;25;14453;São José dos Ramos;5,957
PB;25;14503;São José de Piranhas;20,251
PB;25;14552;São José de Princesa;4,003
PB;25;14602;São José do Bonfim;3,557
PB;25;14651;São José do Brejo do Cruz;1,801
PB;25;14701;São José do Sabugi;4,141
PB;25;14800;São José dos Cordeiros;3,628
PB;25;14909;São Mamede;7,724
PB;25;15005;São Miguel de Taipu;7,368
PB;25;15104;São Sebastião de Lagoa de Roça;11,661
PB;25;15203;São Sebastião do Umbuzeiro;3,489
PB;25;15302;Sapé;52,625
PB;25;15401;São Vicente do Seridó;10,775
PB;25;15500;Serra Branca;13,699
PB;25;15609;Serra da Raiz;3,148
PB;25;15708;Serra Grande;2,909
PB;25;15807;Serra Redonda;7,041
PB;25;15906;Serraria;6,099
PB;25;15930;Sertãozinho;5,024
PB;25;15971;Sobrado;7,783
PB;25;16003;Solânea;26,407
PB;25;16102;Soledade;14,989
PB;25;16151;Sossêgo;3,555
PB;25;16201;Sousa;69,444
PB;25;16300;Sumé;16,966
PB;25;16409;Tacima*;10,911
PB;25;16508;Taperoá;15,376
PB;25;16607;Tavares;14,726
PB;25;16706;Teixeira;15,161
PB;25;16755;Tenório;3,058
PB;25;16805;Triunfo;9,455
PB;25;16904;Uiraúna;15,242
PB;25;17001;Umbuzeiro;9,907
PB;25;17100;Várzea;2,810
PB;25;17209;Vieirópolis;5,348
PB;25;17407;Zabelê;2,240
PE;26;00054;Abreu e Lima;99,990
PE;26;00104;Afogados da Ingazeira;37,259
PE;26;00203;Afrânio;19,635
PE;26;00302;Agrestina;24,885
PE;26;00401;Água Preta;36,771
PE;26;00500;Águas Belas;43,443
PE;26;00609;Alagoinha;14,636
PE;26;00708;Aliança;38,386
PE;26;00807;Altinho;22,972
PE;26;00906;Amaraji;22,829
PE;26;01003;Angelim;11,150
PE;26;01052;Araçoiaba;20,524
PE;26;01102;Araripina;84,418
PE;26;01201;Arcoverde;74,338
PE;26;01300;Barra de Guabiraba;14,385
PE;26;01409;Barreiros;42,659
PE;26;01508;Belém de Maria;12,073
PE;26;01607;Belém do São Francisco;20,729
PE;26;01706;Belo Jardim;76,439
PE;26;01805;Betânia;12,719
PE;26;01904;Bezerros;60,798
PE;26;02001;Bodocó;38,146
PE;26;02100;Bom Conselho;48,554
PE;26;02209;Bom Jardim;39,184
PE;26;02308;Bonito;38,134
PE;26;02407;Brejão;8,993
PE;26;02506;Brejinho;7,487
PE;26;02605;Brejo da Madre de Deus;50,742
PE;26;02704;Buenos Aires;13,155
PE;26;02803;Buíque;58,378
PE;26;02902;Cabo de Santo Agostinho;207,048
PE;26;03009;Cabrobó;34,221
PE;26;03108;Cachoeirinha;20,380
PE;26;03207;Caetés;28,739
PE;26;03306;Calçado;11,053
PE;26;03405;Calumbi;5,750
PE;26;03454;Camaragibe;157,828
PE;26;03504;Camocim de São Félix;18,765
PE;26;03603;Camutanga;8,551
PE;26;03702;Canhotinho;24,804
PE;26;03801;Capoeiras;20,048
PE;26;03900;Carnaíba;19,551
PE;26;03926;Carnaubeira da Penha;12,932
PE;26;04007;Carpina;83,641
PE;26;04106;Caruaru;361,118
PE;26;04155;Casinhas;14,341
PE;26;04205;Catende;42,892
PE;26;04304;Cedro;11,807
PE;26;04403;Chã de Alegria;13,518
PE;26;04502;Chã Grande;21,698
PE;26;04601;Condado;26,421
PE;26;04700;Correntes;18,207
PE;26;04809;Cortês;12,578
PE;26;04908;Cumaru;10,906
PE;26;05004;Cupira;24,107
PE;26;05103;Custódia;37,111
PE;26;05152;Dormentes;18,908
PE;26;05202;Escada;68,875
PE;26;05301;Exu;31,825
PE;26;05400;Feira Nova;22,131
PE;26;05459;Fernando de Noronha;3,061
PE;26;05509;Ferreiros;12.123(8)
PE;26;05608;Flores;22,624
PE;26;05707;Floresta;32,873
PE;26;05806;Frei Miguelinho;15,457
PE;26;05905;Gameleira;31,052
PE;26;06002;Garanhuns;139,788
PE;26;06101;Glória do Goitá;30,604
PE;26;06200;Goiana;79,758
PE;26;06309;Granito;7,486
PE;26;06408;Gravatá;84,074
PE;26;06507;Iati;19,197
PE;26;06606;Ibimirim;29,235
PE;26;06705;Ibirajuba;7,762
PE;26;06804;Igarassu;117,019
PE;26;06903;Iguaracy;12,228
PE;26;07000;Inajá;23,247
PE;26;07109;Ingazeira;4,548
PE;26;07208;Ipojuca;96,204
PE;26;07307;Ipubi;30,854
PE;26;07406;Itacuruba;4,918
PE;26;07505;Itaíba;26,349
PE;26;07604;Ilha de Itamaracá;26,258
PE;26;07653;Itambé;36,447
PE;26;07703;Itapetim;13,616
PE;26;07752;Itapissuma;26,651
PE;26;07802;Itaquitinga;16,955
PE;26;07901;Jaboatão dos Guararapes;702,298
PE;26;07950;Jaqueira;11,656
PE;26;08008;Jataúba;17,150
PE;26;08057;Jatobá;14,796
PE;26;08107;João Alfredo;33,822
PE;26;08206;Joaquim Nabuco;16,023
PE;26;08255;Jucati;11,424
PE;26;08305;Jupi;14,836
PE;26;08404;Jurema;15,378
PE;26;08453;Lagoa do Carro;18,071
PE;26;08503;Lagoa de Itaenga;21,429
PE;26;08602;Lagoa do Ouro;13,145
PE;26;08701;Lagoa dos Gatos;16,290
PE;26;08750;Lagoa Grande;25,601
PE;26;08800;Lajedo;40,288
PE;26;08909;Limoeiro;56,250
PE;26;09006;Macaparana;25,376
PE;26;09105;Machados;16,088
PE;26;09154;Manari;21,434
PE;26;09204;Maraial;11,345
PE;26;09303;Mirandiba;15,390
PE;26;09402;Moreno;62,784
PE;26;09501;Nazaré da Mata;32,471
PE;26;09600;Olinda;392,482
PE;26;09709;Orobó;23,884
PE;26;09808;Orocó;14,991
PE;26;09907;Ouricuri;69,459
PE;26;10004;Palmares;63,250
PE;26;10103;Palmeirina;7,693
PE;26;10202;Panelas;26,474
PE;26;10301;Paranatama;11,523
PE;26;10400;Parnamirim;22,010
PE;26;10509;Passira;28,933
PE;26;10608;Paudalho;56,506
PE;26;10707;Paulista;331,774
PE;26;10806;Pedra;22,617
PE;26;10905;Pesqueira;67,395
PE;26;11002;Petrolândia;36,548
PE;26;11101;Petrolina;349,145
PE;26;11200;Poção;11,302
PE;26;11309;Pombos;27,091
PE;26;11408;Primavera;14,966
PE;26;11507;Quipapá;26,037
PE;26;11533;Quixaba;6,813
PE;26;11606;Recife;1,645,727
PE;26;11705;Riacho das Almas;20,546
PE;26;11804;Ribeirão;47,415
PE;26;11903;Rio Formoso;23,535
PE;26;12000;Sairé;9,932
PE;26;12109;Salgadinho;10,919
PE;26;12208;Salgueiro;60,930
PE;26;12307;Saloá;15,843
PE;26;12406;Sanharó;26,462
PE;26;12455;Santa Cruz;15,398
PE;26;12471;Santa Cruz da Baixa Verde;12,592
PE;26;12505;Santa Cruz do Capibaribe;107,937
PE;26;12554;Santa Filomena;14,477
PE;26;12604;Santa Maria da Boa Vista;41,931
PE;26;12703;Santa Maria do Cambucá;14,137
PE;26;12802;Santa Terezinha;11,815
PE;26;12901;São Benedito do Sul;15,895
PE;26;13008;São Bento do Una;59,504
PE;26;13107;São Caitano;37,245
PE;26;13206;São João;22,793
PE;26;13305;São Joaquim do Monte;21,356
PE;26;13404;São José da Coroa Grande;21,298
PE;26;13503;São José do Belmonte;33,959
PE;26;13602;São José do Egito;33,951
PE;26;13701;São Lourenço da Mata;113,230
PE;26;13800;São Vicente Ferrer;18,018
PE;26;13909;Serra Talhada;86,350
PE;26;14006;Serrita;19,165
PE;26;14105;Sertânia;35,907
PE;26;14204;Sirinhaém;45,865
PE;26;14303;Moreilândia;11,270
PE;26;14402;Solidão;6,007
PE;26;14501;Surubim;65,089
PE;26;14600;Tabira;28,534
PE;26;14709;Tacaimbó;12,874
PE;26;14808;Tacaratu;25,765
PE;26;14857;Tamandaré;23,388
PE;26;15003;Taquaritinga do Norte;28,775
PE;26;15102;Terezinha;7,169
PE;26;15201;Terra Nova;10,096
PE;26;15300;Timbaúba;53,022
PE;26;15409;Toritama;45,219
PE;26;15508;Tracunhaém;13,769
PE;26;15607;Trindade;30,521
PE;26;15706;Triunfo;15,254
PE;26;15805;Tupanatinga;27,304
PE;26;15904;Tuparetama;8,202
PE;26;16001;Venturosa;18,482
PE;26;16100;Verdejante;9,534
PE;26;16183;Vertente do Lério;7,618
PE;26;16209;Vertentes;20,731
PE;26;16308;Vicência;32,643
PE;26;16407;Vitória de Santo Antão;138,757
PE;26;16506;Xexéu;14,725
AL;27;00102;Água Branca;20,196
AL;27;00201;Anadia;17,545
AL;27;00300;Arapiraca;231,747
AL;27;00409;Atalaia;47,185
AL;27;00508;Barra de Santo Antônio;15,932
AL;27;00607;Barra de São Miguel;8,322
AL;27;00706;Batalha;18,232
AL;27;00805;Belém;4,344
AL;27;00904;Belo Monte;6,704
AL;27;01001;Boca da Mata;27,281
AL;27;01100;Branquinha;10,494
AL;27;01209;Cacimbinhas;10,858
AL;27;01308;Cajueiro;21,264
AL;27;01357;Campestre;6,936
AL;27;01407;Campo Alegre;57,063
AL;27;01506;Campo Grande;9,558
AL;27;01605;Canapi;17,722
AL;27;01704;Capela;17,053
AL;27;01803;Carneiros;9,081
AL;27;01902;Chã Preta;7,311
AL;27;02009;Coité do Nóia;10,693
AL;27;02108;Colônia Leopoldina;21,698
AL;27;02207;Coqueiro Seco;5,845
AL;27;02306;Coruripe;56,933
AL;27;02355;Craíbas;24,219
AL;27;02405;Delmiro Gouveia;52,016
AL;27;02504;Dois Riachos;11,075
AL;27;02553;Estrela de Alagoas;18,205
AL;27;02603;Feira Grande;22,166
AL;27;02702;Feliz Deserto;4,754
AL;27;02801;Flexeiras;12,790
AL;27;02900;Girau do Ponciano;40,917
AL;27;03007;Ibateguara;15,616
AL;27;03106;Igaci;25,631
AL;27;03205;Igreja Nova;24,499
AL;27;03304;Inhapi;18,385
AL;27;03403;Jacaré dos Homens;5,253
AL;27;03502;Jacuípe;7,021
AL;27;03601;Japaratinga;8,361
AL;27;03700;Jaramataia;5,770
AL;27;03759;Jequiá da Praia;11,580
AL;27;03809;Joaquim Gomes;23,993
AL;27;03908;Jundiá;4,155
AL;27;04005;Junqueiro;24,727
AL;27;04104;Lagoa da Canoa;17,852
AL;27;04203;Limoeiro de Anadia;28,635
AL;27;04302;Maceió;1,018,948
AL;27;04401;Major Isidoro;19,804
AL;27;04500;Maragogi;32,704
AL;27;04609;Maravilha;9,163
AL;27;04708;Marechal Deodoro;51,901
AL;27;04807;Maribondo;13,264
AL;27;04906;Mar Vermelho;3,514
AL;27;05002;Mata Grande;25,216
AL;27;05101;Matriz de Camaragibe;24,642
AL;27;05200;Messias;17,856
AL;27;05309;Minador do Negrão;5,329
AL;27;05408;Monteirópolis;7,159
AL;27;05507;Murici;28,236
AL;27;05606;Novo Lino;12,690
AL;27;05705;Olho d'Água das Flores;21,688
AL;27;05804;Olho d'Água do Casado;9,373
AL;27;05903;Olho d'Água Grande;5,123
AL;27;06000;Olivença;11,624
AL;27;06109;Ouro Branco;11,496
AL;27;06208;Palestina;5,011
AL;27;06307;Palmeira dos Índios;73,218
AL;27;06406;Pão de Açúcar;24,399
AL;27;06422;Pariconha;10,533
AL;27;06448;Paripueira;13,176
AL;27;06505;Passo de Camaragibe;15,245
AL;27;06604;Paulo Jacinto;7,564
AL;27;06703;Penedo;63,683
AL;27;06802;Piaçabuçu;17,827
AL;27;06901;Pilar;35,111
AL;27;07008;Pindoba;2,908
AL;27;07107;Piranhas;25,039
AL;27;07206;Poço das Trincheiras;14,386
AL;27;07305;Porto Calvo;27,165
AL;27;07404;Porto de Pedras;7,786
AL;27;07503;Porto Real do Colégio;20,066
AL;27;07602;Quebrangulo;11,294
AL;27;07701;Rio Largo;75,120
AL;27;07800;Roteiro;6,664
AL;27;07909;Santa Luzia do Norte;7,296
AL;27;08006;Santana do Ipanema;47,654
AL;27;08105;Santana do Mundaú;10,740
AL;27;08204;São Brás;6,961
AL;27;08303;São José da Laje;23,927
AL;27;08402;São José da Tapera;32,260
AL;27;08501;São Luís do Quitunde;34,555
AL;27;08600;São Miguel dos Campos;61,251
AL;27;08709;São Miguel dos Milagres;7,951
AL;27;08808;São Sebastião;34,152
AL;27;08907;Satuba;13,828
AL;27;08956;Senador Rui Palmeira;13,870
AL;27;09004;Tanque d'Arca;6,162
AL;27;09103;Taquarana;19,980
AL;27;09152;Teotônio Vilela;44,169
AL;27;09202;Traipu;27,715
AL;27;09301;União dos Palmares;65,611
AL;27;09400;Viçosa;25,733
SE;28;00100;Amparo de São Francisco;2,374
SE;28;00209;Aquidabã;21,563
SE;28;00308;Aracaju;657,013
SE;28;00407;Arauá;10,056
SE;28;00506;Areia Branca;18,542
SE;28;00605;Barra dos Coqueiros;30,407
SE;28;00670;Boquim;26,816
SE;28;00704;Brejo Grande;8,309
SE;28;01009;Campo do Brito;18,109
SE;28;01108;Canhoba;4,008
SE;28;01207;Canindé de São Francisco;29,900
SE;28;01306;Capela;34,213
SE;28;01405;Carira;22,082
SE;28;01504;Carmópolis;16,634
SE;28;01603;Cedro de São João;5,897
SE;28;01702;Cristinápolis;17,874
SE;28;01900;Cumbe;3,987
SE;28;02007;Divina Pastora;5,138
SE;28;02106;Estância;69,184
SE;28;02205;Feira Nova;5,584
SE;28;02304;Frei Paulo;15,421
SE;28;02403;Gararu;11,604
SE;28;02502;General Maynard;3,346
SE;28;02601;Graccho Cardoso;5,818
SE;28;02700;Ilha das Flores;8,520
SE;28;02809;Indiaroba;17,957
SE;28;02908;Itabaiana;95,427
SE;28;03005;Itabaianinha;41,928
SE;28;03104;Itabi;4,903
SE;28;03203;Itaporanga d'Ajuda;34,356
SE;28;03302;Japaratuba;18,743
SE;28;03401;Japoatã;13,434
SE;28;03500;Lagarto;104,408
SE;28;03609;Laranjeiras;29,826
SE;28;03708;Macambira;6,919
SE;28;03807;Malhada dos Bois;3,682
SE;28;03906;Malhador;12,618
SE;28;04003;Maruim;17,213
SE;28;04102;Moita Bonita;11,335
SE;28;04201;Monte Alegre de Sergipe;15,031
SE;28;04300;Muribeca;7,625
SE;28;04409;Neópolis;18,719
SE;28;04458;Nossa Senhora Aparecida;8,796
SE;28;04508;Nossa Senhora da Glória;36,924
SE;28;04607;Nossa Senhora das Dores;26,629
SE;28;04706;Nossa Senhora de Lourdes;6,483
SE;28;04805;Nossa Senhora do Socorro;183,628
SE;28;04904;Pacatuba;14,428
SE;28;05000;Pedra Mole;3,261
SE;28;05109;Pedrinhas;9,602
SE;28;05208;Pinhão;6,576
SE;28;05307;Pirambu;9,280
SE;28;05406;Poço Redondo;34,775
SE;28;05505;Poço Verde;23,728
SE;28;05604;Porto da Folha;28,596
SE;28;05703;Propriá;29,626
SE;28;05802;Riachão do Dantas;19,805
SE;28;05901;Riachuelo;10,213
SE;28;06008;Ribeirópolis;18,652
SE;28;06107;Rosário do Catete;10,855
SE;28;06206;Salgado;19,998
SE;28;06305;Santa Luzia do Itanhy;14,035
SE;28;06404;Santana do São Francisco;7,780
SE;28;06503;Santa Rosa de Lima;3,913
SE;28;06602;Santo Amaro das Brotas;12,102
SE;28;06701;São Cristóvão;90,072
SE;28;06800;São Domingos;11,137
SE;28;06909;São Francisco;3,724
SE;28;07006;São Miguel do Aleixo;3,930
SE;28;07105;Simão Dias;40,484
SE;28;07204;Siriri;8,893
SE;28;07303;Telha;3,227
SE;28;07402;Tobias Barreto;52,191
SE;28;07501;Tomar do Geru;13,536
SE;28;07600;Umbaúba;25,294
BA;29;00108;Abaíra;8,739
BA;29;00207;Abaré;20,086
BA;29;00306;Acajutiba;15,159
BA;29;00355;Adustina;17.040(9)
BA;29;00405;Água Fria;16,970
BA;29;00504;Érico Cardoso;10,610
BA;29;00603;Aiquara;4,446
BA;29;00702;Alagoinhas;151,596
BA;29;00801;Alcobaça;22,470
BA;29;00900;Almadina;5,464
BA;29;01007;Amargosa;37.241(10)
BA;29;01106;Amélia Rodrigues;25,102
BA;29;01155;América Dourada;16,094
BA;29;01205;Anagé;22,005
BA;29;01304;Andaraí;13,143
BA;29;01353;Andorinha;14,595
BA;29;01403;Angical;13,977
BA;29;01502;Anguera;11,221
BA;29;01601;Antas;19,291
BA;29;01700;Antônio Cardoso;11,683
BA;29;01809;Antônio Gonçalves;11,798
BA;29;01908;Aporá;17,731
BA;29;01957;Apuarema;7,330
BA;29;02005;Aracatu;13,135
BA;29;02054;Araças;12,177
BA;29;02104;Araci;54,379
BA;29;02203;Aramari;11,397
BA;29;02252;Arataca;11,019
BA;29;02302;Aratuípe;8,825
BA;29;02401;Aurelino Leal;11,531
BA;29;02500;Baianópolis;13,877
BA;29;02609;Baixa Grande;20,468
BA;29;02658;Banzaê;13.229(11)
BA;29;02708;Barra;53,578
BA;29;02807;Barra da Estiva;20,598
BA;29;02906;Barra do Choça;31,603
BA;29;03003;Barra do Mendes;13,865
BA;29;03102;Barra do Rocha;5,714
BA;29;03201;Barreiras;155,439
BA;29;03235;Barro Alto;14,931
BA;29;03276;Barrocas;15,978
BA;29;03300;Barro Preto;5,591
BA;29;03409;Belmonte;23,328
BA;29;03508;Belo Campo;17,211
BA;29;03607;Biritinga;15,979
BA;29;03706;Boa Nova;12,633
BA;29;03805;Boa Vista do Tupim;18,576
BA;29;03904;Bom Jesus da Lapa;69,148
BA;29;03953;Bom Jesus da Serra;9,880
BA;29;04001;Boninal;14,368
BA;29;04050;Bonito;16,764
BA;29;04100;Boquira;21,508
BA;29;04209;Botuporã;10,211
BA;29;04308;Brejões;14,295
BA;29;04407;Brejolândia;10,557
BA;29;04506;Brotas de Macaúbas;10,231
BA;29;04605;Brumado;67,195
BA;29;04704;Buerarema;18,349
BA;29;04753;Buritirama;21,174
BA;29;04803;Caatiba;6,758
BA;29;04852;Cabaceiras do Paraguaçu;18,807
BA;29;04902;Cachoeira;33,470
BA;29;05008;Caculé;23,170
BA;29;05107;Caém;9,213
BA;29;05156;Caetanos;14,542
BA;29;05206;Caetité;50,975
BA;29;05305;Cafarnaum;18,437
BA;29;05404;Cairu;18,176
BA;29;05503;Caldeirão Grande;13,327
BA;29;05602;Camacan;31,988
BA;29;05701;Camaçari;299,132
BA;29;05800;Camamu;35,316
BA;29;05909;Campo Alegre de Lourdes;28,798
BA;29;06006;Campo Formoso;71,206
BA;29;06105;Canápolis;9,711
BA;29;06204;Canarana;26,176
BA;29;06303;Canavieiras;31,099
BA;29;06402;Candeal;8,258
BA;29;06501;Candeias;87,076
BA;29;06600;Candiba;14,319
BA;29;06709;Cândido Sales;25,189
BA;29;06808;Cansanção;34,834
BA;29;06824;Canudos;16,668
BA;29;06857;Capela do Alto Alegre;11,637
BA;29;06873;Capim Grosso;30,662
BA;29;06899;Caraíbas;8,951
BA;29;06907;Caravelas;22,016
BA;29;07004;Cardeal da Silva;9,295
BA;29;07103;Carinhanha;29,018
BA;29;07202;Casa Nova;71,969
BA;29;07301;Castro Alves;26,264
BA;29;07400;Catolândia;3,577
BA;29;07509;Catu;54,704
BA;29;07558;Caturama;9,329
BA;29;07608;Central;17,266
BA;29;07707;Chorrochó;11,177
BA;29;07806;Cícero Dantas;32,515
BA;29;07905;Cipó;17,300
BA;29;08002;Coaraci;16,993
BA;29;08101;Cocos;18,777
BA;29;08200;Conceição da Feira;22,581
BA;29;08309;Conceição do Almeida;17,247
BA;29;08408;Conceição do Coité;66,612
BA;29;08507;Conceição do Jacuípe;33,153
BA;29;08606;Conde;25,837
BA;29;08705;Condeúba;17,247
BA;29;08804;Contendas do Sincorá;4,066
BA;29;08903;Coração de Maria;22,605
BA;29;09000;Cordeiros;8,614
BA;29;09109;Coribe;14,194
BA;29;09208;Coronel João Sá;15.895(12)
BA;29;09307;Correntina;32,137
BA;29;09406;Cotegipe;13,782
BA;29;09505;Cravolândia;5,349
BA;29;09604;Crisópolis;21,103
BA;29;09703;Cristópolis;13,910
BA;29;09802;Cruz das Almas;63,239
BA;29;09901;Curaçá;34,700
BA;29;10008;Dário Meira;10,710
BA;29;10057;Dias d'Ávila;81,089
BA;29;10107;Dom Basílio;12,199
BA;29;10206;Dom Macedo Costa;4,058
BA;29;10305;Elísio Medrado;8,122
BA;29;10404;Encruzilhada;17,006
BA;29;10503;Entre Rios;41,780
BA;29;10602;Esplanada;37,237
BA;29;10701;Euclides da Cunha;60.585(13)
BA;29;10727;Eunápolis;113,380
BA;29;10750;Fátima;17,890
BA;29;10776;Feira da Mata;5,665
BA;29;10800;Feira de Santana;614,872
BA;29;10859;Filadélfia;16,377
BA;29;10909;Firmino Alves;5,617
BA;29;11006;Floresta Azul;10,629
BA;29;11105;Formosa do Rio Preto;25,591
BA;29;11204;Gandu;32,403
BA;29;11253;Gavião;4,463
BA;29;11303;Gentio do Ouro;11,233
BA;29;11402;Glória;15.221(14)
BA;29;11501;Gongogi;7,128
BA;29;11600;Governador Mangabeira;20,722
BA;29;11659;Guajeru;6,937
BA;29;11709;Guanambi;84,481
BA;29;11808;Guaratinga;20,843
BA;29;11857;Heliópolis;13,031
BA;29;11907;Iaçu;24,305
BA;29;12004;Ibiassucê;9.224(15)
BA;29;12103;Ibicaraí;21,689
BA;29;12202;Ibicoara;19,571
BA;29;12301;Ibicuí;16,198
BA;29;12400;Ibipeba;18,211
BA;29;12509;Ibipitanga;14,902
BA;29;12608;Ibiquera;4,044
BA;29;12707;Ibirapitanga;23,375
BA;29;12806;Ibirapuã;8,637
BA;29;12905;Ibirataia;15,312
BA;29;13002;Ibitiara;16,339
BA;29;13101;Ibititá;17,113
BA;29;13200;Ibotirama;26,927
BA;29;13309;Ichu;6,206
BA;29;13408;Igaporã;15,640
BA;29;13457;Igrapiúna;13,226
BA;29;13507;Iguaí;26,916
BA;29;13606;Ilhéus;162,327
BA;29;13705;Inhambupe;39,926
BA;29;13804;Ipecaetá;14,487
BA;29;13903;Ipiaú;45,873
BA;29;14000;Ipirá;59,595
BA;29;14109;Ipupiara;9,865
BA;29;14208;Irajuba;7,260
BA;29;14307;Iramaia;8,537
BA;29;14406;Iraquara;25,216
BA;29;14505;Irará;29,034
BA;29;14604;Irecê;72,967
BA;29;14653;Itabela;30,584
BA;29;14703;Itaberaba;64,489
BA;29;14802;Itabuna;213,223
BA;29;14901;Itacaré;28,296
BA;29;15007;Itaeté;16,056
BA;29;15106;Itagi;12,351
BA;29;15205;Itagibá;14,579
BA;29;15304;Itagimirim;6,869
BA;29;15353;Itaguaçu da Bahia;14,429
BA;29;15403;Itaju do Colônia;6,682
BA;29;15502;Itajuípe;20,491
BA;29;15601;Itamaraju;64,486
BA;29;15700;Itamari;8,035
BA;29;15809;Itambé;23,049
BA;29;15908;Itanagra;6,441
BA;29;16005;Itanhém;19,405
BA;29;16104;Itaparica;22,228
BA;29;16203;Itapé;8,761
BA;29;16302;Itapebi;10,259
BA;29;16401;Itapetinga;76,147
BA;29;16500;Itapicuru;35,576
BA;29;16609;Itapitanga;10,313
BA;29;16708;Itaquara;8,319
BA;29;16807;Itarantim;19,747
BA;29;16856;Itatim;14,487
BA;29;16906;Itiruçu;12,576
BA;29;17003;Itiúba;36,089
BA;29;17102;Itororó;20,382
BA;29;17201;Ituaçu;18,962
BA;29;17300;Ituberá;28,602
BA;29;17334;Iuiú;10,994
BA;29;17359;Jaborandi;8,385
BA;29;17409;Jacaraci;14,842
BA;29;17508;Jacobina;80,518
BA;29;17607;Jaguaquara;54,423
BA;29;17706;Jaguarari;33,570
BA;29;17805;Jaguaripe;18,788
BA;29;17904;Jandaíra;10,709
BA;29;18001;Jequié;155,966
BA;29;18100;Jeremoabo;40,463
BA;29;18209;Jiquiriçá;14,537
BA;29;18308;Jitaúna;11,166
BA;29;18357;João Dourado;25,188
BA;29;18407;Juazeiro;216,707
BA;29;18456;Jucuruçu;9,126
BA;29;18506;Jussara;15,284
BA;29;18555;Jussari;5,833
BA;29;18605;Jussiape;6,186
BA;29;18704;Lafaiete Coutinho;3,724
BA;29;18753;Lagoa Real;15,665
BA;29;18803;Laje;23,840
BA;29;18902;Lajedão;3,955
BA;29;19009;Lajedinho;3,783
BA;29;19058;Lajedo do Tabocal;8,562
BA;29;19108;Lamarão;8,307
BA;29;19157;Lapão;27,223
BA;29;19207;Lauro de Freitas;198,440
BA;29;19306;Lençóis;11,409
BA;29;19405;Licínio de Almeida;12,388
BA;29;19504;Livramento de Nossa Senhora;45,732
BA;29;19553;Luís Eduardo Magalhães;87,519
BA;29;19603;Macajuba;11,348
BA;29;19702;Macarani;18,755
BA;29;19801;Macaúbas;49,826
BA;29;19900;Macururé;7,824
BA;29;19926;Madre de Deus;21,093
BA;29;19959;Maetinga;3,161
BA;29;20007;Maiquinique;10,112
BA;29;20106;Mairi;18,676
BA;29;20205;Malhada;16,845
BA;29;20304;Malhada de Pedras;8,393
BA;29;20403;Manoel Vitorino;13,240
BA;29;20452;Mansidão;13,643
BA;29;20502;Maracás;20,834
BA;29;20601;Maragogipe;44,677
BA;29;20700;Maraú;20,570
BA;29;20809;Marcionílio Souza;10,406
BA;29;20908;Mascote;13,822
BA;29;21005;Mata de São João;46,583
BA;29;21054;Matina;12,201
BA;29;21104;Medeiros Neto;22,688
BA;29;21203;Miguel Calmon;26,023
BA;29;21302;Milagres;10,950
BA;29;21401;Mirangaba;18,338
BA;29;21450;Mirante;8,641
BA;29;21500;Monte Santo;49,418
BA;29;21609;Morpará;8,519
BA;29;21708;Morro do Chapéu;35,413
BA;29;21807;Mortugaba;12,042
BA;29;21906;Mucugê;9,062
BA;29;22003;Mucuri;41,748
BA;29;22052;Mulungu do Morro;10,889
BA;29;22102;Mundo Novo;26,776
BA;29;22201;Muniz Ferreira;7,422
BA;29;22250;Muquém de São Francisco;11,348
BA;29;22300;Muritiba;29,399
BA;29;22409;Mutuípe;22,221
BA;29;22508;Nazaré;28,525
BA;29;22607;Nilo Peçanha;13,997
BA;29;22656;Nordestina;13,130
BA;29;22706;Nova Canaã;16,462
BA;29;22730;Nova Fátima;7,812
BA;29;22755;Nova Ibiá;6,591
BA;29;22805;Nova Itarana;8,226
BA;29;22854;Nova Redenção;9,118
BA;29;22904;Nova Soure;26,947
BA;29;23001;Nova Viçosa;43,376
BA;29;23035;Novo Horizonte;12,385
BA;29;23050;Novo Triunfo;15,440
BA;29;23100;Olindina;28,229
BA;29;23209;Oliveira dos Brejinhos;21,825
BA;29;23308;Ouriçangas;8,564
BA;29;23357;Ourolândia;17,451
BA;29;23407;Palmas de Monte Alto;21,750
