ESTIMATIVAS DA POPULAÇÃO RESIDENTE NOS MUNICÍPIOS BRASILEIROS COM DATA DE REFERÊNCIA EM 1º DE JULHO DE 2019;;;;
UF;COD. UF;COD. MUNIC;NOME DO MUNICÍPIO; POPULAÇÃO ESTIMADA 
MG;31;52170;Ponto dos Volantes;12,121
MG;31;52204;Porteirinha;37,906
MG;31;52303;Porto Firme;11,279
MG;31;52402;Poté;16,555
MG;31;52501;Pouso Alegre;150,737
MG;31;52600;Pouso Alto;5,940
MG;31;52709;Prados;9,031
MG;31;52808;Prata;27,856
MG;31;52907;Pratápolis;8,603
MG;31;53004;Pratinha;3,603
MG;31;53103;Presidente Bernardes;5,369
MG;31;53202;Presidente Juscelino;3,641
MG;31;53301;Presidente Kubitschek;3,002
MG;31;53400;Presidente Olegário;19,573
MG;31;53509;Alto Jequitibá;8,317
MG;31;53608;Prudente de Morais;10,733
MG;31;53707;Quartel Geral;3,563
MG;31;53806;Queluzito;1,939
MG;31;53905;Raposos;16,354
MG;31;54002;Raul Soares;23,762
MG;31;54101;Recreio;10,517
MG;31;54150;Reduto;7,154
MG;31;54200;Resende Costa;11,500
MG;31;54309;Resplendor;17,397
MG;31;54408;Ressaquinha;4,808
MG;31;54457;Riachinho;8,136
MG;31;54507;Riacho dos Machados;9,481
MG;31;54606;Ribeirão das Neves;334,858
MG;31;54705;Ribeirão Vermelho;4,033
MG;31;54804;Rio Acima;10,312
MG;31;54903;Rio Casca;13,564
MG;31;55009;Rio Doce;2,610
MG;31;55108;Rio do Prado;5,150
MG;31;55207;Rio Espera;5,474
MG;31;55306;Rio Manso;5,832
MG;31;55405;Rio Novo;8,949
MG;31;55504;Rio Paranaíba;12,313
MG;31;55603;Rio Pardo de Minas;30,914
MG;31;55702;Rio Piracicaba;14,339
MG;31;55801;Rio Pomba;17,910
MG;31;55900;Rio Preto;5,476
MG;31;56007;Rio Vermelho;12,846
MG;31;56106;Ritápolis;4,604
MG;31;56205;Rochedo de Minas;2,305
MG;31;56304;Rodeiro;8,109
MG;31;56403;Romaria;3,533
MG;31;56452;Rosário da Limeira;4,594
MG;31;56502;Rubelita;5,995
MG;31;56601;Rubim;10,241
MG;31;56700;Sabará;136,344
MG;31;56809;Sabinópolis;15,470
MG;31;56908;Sacramento;26,185
MG;31;57005;Salinas;41,527
MG;31;57104;Salto da Divisa;7,009
MG;31;57203;Santa Bárbara;31,324
MG;31;57252;Santa Bárbara do Leste;8,147
MG;31;57278;Santa Bárbara do Monte Verde;3,150
MG;31;57302;Santa Bárbara do Tugúrio;4,430
MG;31;57336;Santa Cruz de Minas;8,604
MG;31;57377;Santa Cruz de Salinas;4,142
MG;31;57401;Santa Cruz do Escalvado;4,758
MG;31;57500;Santa Efigênia de Minas;4,409
MG;31;57609;Santa Fé de Minas;3,846
MG;31;57658;Santa Helena de Minas;6,366
MG;31;57708;Santa Juliana;14,003
MG;31;57807;Santa Luzia;219,134
MG;31;57906;Santa Margarida;16,208
MG;31;58003;Santa Maria de Itabira;10,847
MG;31;58102;Santa Maria do Salto;5,232
MG;31;58201;Santa Maria do Suaçuí;14,615
MG;31;58300;Santana da Vargem;7,100
MG;31;58409;Santana de Cataguases;3,872
MG;31;58508;Santana de Pirapama;7,642
MG;31;58607;Santana do Deserto;3,976
MG;31;58706;Santana do Garambéu;2,458
MG;31;58805;Santana do Jacaré;4,821
MG;31;58904;Santana do Manhuaçu;8,674
MG;31;58953;Santana do Paraíso;34,663
MG;31;59001;Santana do Riacho;4,295
MG;31;59100;Santana dos Montes;3,777
MG;31;59209;Santa Rita de Caldas;8,949
MG;31;59308;Santa Rita de Jacutinga;4,884
MG;31;59357;Santa Rita de Minas;7,212
MG;31;59407;Santa Rita de Ibitipoca;3,425
MG;31;59506;Santa Rita do Itueto;5,489
MG;31;59605;Santa Rita do Sapucaí;43,260
MG;31;59704;Santa Rosa da Serra;3,350
MG;31;59803;Santa Vitória;19,742
MG;31;59902;Santo Antônio do Amparo;18,525
MG;31;60009;Santo Antônio do Aventureiro;3,602
MG;31;60108;Santo Antônio do Grama;3,911
MG;31;60207;Santo Antônio do Itambé;3,838
MG;31;60306;Santo Antônio do Jacinto;11,640
MG;31;60405;Santo Antônio do Monte;28,243
MG;31;60454;Santo Antônio do Retiro;7,277
MG;31;60504;Santo Antônio do Rio Abaixo;1,765
MG;31;60603;Santo Hipólito;3,087
MG;31;60702;Santos Dumont;46,487
MG;31;60801;São Bento Abade;5,286
MG;31;60900;São Brás do Suaçuí;3,738
MG;31;60959;São Domingos das Dores;5,644
MG;31;61007;São Domingos do Prata;17,359
MG;31;61056;São Félix de Minas;3,369
MG;31;61106;São Francisco;56,323
MG;31;61205;São Francisco de Paula;6,527
MG;31;61304;São Francisco de Sales;6,238
MG;31;61403;São Francisco do Glória;4,844
MG;31;61502;São Geraldo;12,366
MG;31;61601;São Geraldo da Piedade;3,962
MG;31;61650;São Geraldo do Baixio;4,012
MG;31;61700;São Gonçalo do Abaeté;8,389
MG;31;61809;São Gonçalo do Pará;12,411
MG;31;61908;São Gonçalo do Rio Abaixo;10,920
MG;31;62005;São Gonçalo do Sapucaí;25,449
MG;31;62104;São Gotardo;35,469
MG;31;62203;São João Batista do Glória;7,453
MG;31;62252;São João da Lagoa;4,915
MG;31;62302;São João da Mata;2,749
MG;31;62401;São João da Ponte;25,165
MG;31;62450;São João das Missões;13,014
MG;31;62500;São João del Rei;90,082
MG;31;62559;São João do Manhuaçu;11,559
MG;31;62575;São João do Manteninha;5,859
MG;31;62609;São João do Oriente;7,498
MG;31;62658;São João do Pacuí;4,419
MG;31;62708;São João do Paraíso;23,618
MG;31;62807;São João Evangelista;15,774
MG;31;62906;São João Nepomuceno;26,361
MG;31;62922;São Joaquim de Bicas;31,578
MG;31;62948;São José da Barra;7,426
MG;31;62955;São José da Lapa;23,766
MG;31;63003;São José da Safira;4,268
MG;31;63102;São José da Varginha;5,004
MG;31;63201;São José do Alegre;4,196
MG;31;63300;São José do Divino;3,860
MG;31;63409;São José do Goiabal;5,420
MG;31;63508;São José do Jacuri;6,453
MG;31;63607;São José do Mantimento;2,791
MG;31;63706;São Lourenço;45,851
MG;31;63805;São Miguel do Anta;6,938
MG;31;63904;São Pedro da União;4,659
MG;31;64001;São Pedro dos Ferros;7,781
MG;31;64100;São Pedro do Suaçuí;5,246
MG;31;64209;São Romão;12,337
MG;31;64308;São Roque de Minas;7,051
MG;31;64407;São Sebastião da Bela Vista;5,504
MG;31;64431;São Sebastião da Vargem Alegre;3,007
MG;31;64472;São Sebastião do Anta;6,555
MG;31;64506;São Sebastião do Maranhão;10,044
MG;31;64605;São Sebastião do Oeste;6,775
MG;31;64704;São Sebastião do Paraíso;70,956
MG;31;64803;São Sebastião do Rio Preto;1,506
MG;31;64902;São Sebastião do Rio Verde;2,241
MG;31;65008;São Tiago;10,941
MG;31;65107;São Tomás de Aquino;7,021
MG;31;65206;São Thomé das Letras;7,089
MG;31;65305;São Vicente de Minas;7,753
MG;31;65404;Sapucaí-Mirim;6,930
MG;31;65503;Sardoá;6,300
MG;31;65537;Sarzedo;32,752
MG;31;65552;Setubinha;12,258
MG;31;65560;Sem-Peixe;2,633
MG;31;65578;Senador Amaral;5,356
MG;31;65602;Senador Cortes;2,005
MG;31;65701;Senador Firmino;7,812
MG;31;65800;Senador José Bento;1,502
MG;31;65909;Senador Modestino Gonçalves;4,156
MG;31;66006;Senhora de Oliveira;5,786
MG;31;66105;Senhora do Porto;3,523
MG;31;66204;Senhora dos Remédios;10,459
MG;31;66303;Sericita;7,326
MG;31;66402;Seritinga;1,851
MG;31;66501;Serra Azul de Minas;4,293
MG;31;66600;Serra da Saudade;781
MG;31;66709;Serra dos Aimorés;8,699
MG;31;66808;Serra do Salitre;11,582
MG;31;66907;Serrania;7,669
MG;31;66956;Serranópolis de Minas;4,781
MG;31;67004;Serranos;1,963
MG;31;67103;Serro;20,966
MG;31;67202;Sete Lagoas;239,639
MG;31;67301;Silveirânia;2,261
MG;31;67400;Silvianópolis;6,238
MG;31;67509;Simão Pereira;2,615
MG;31;67608;Simonésia;19,633
MG;31;67707;Sobrália;5,553
MG;31;67806;Soledade de Minas;6,151
MG;31;67905;Tabuleiro;3,750
MG;31;68002;Taiobeiras;34,132
MG;31;68051;Taparuba;3,110
MG;31;68101;Tapira;4,773
MG;31;68200;Tapiraí;1,875
MG;31;68309;Taquaraçu de Minas;4,077
MG;31;68408;Tarumirim;14,326
MG;31;68507;Teixeiras;11,661
MG;31;68606;Teófilo Otoni;140,592
MG;31;68705;Timóteo;89,842
MG;31;68804;Tiradentes;7,981
MG;31;68903;Tiros;6,480
MG;31;69000;Tocantins;16,659
MG;31;69059;Tocos do Moji;4,101
MG;31;69109;Toledo;6,258
MG;31;69208;Tombos;8,022
MG;31;69307;Três Corações;79,482
MG;31;69356;Três Marias;32,356
MG;31;69406;Três Pontas;56,746
MG;31;69505;Tumiritinga;6,732
MG;31;69604;Tupaciguara;25,327
MG;31;69703;Turmalina;19,964
MG;31;69802;Turvolândia;5,040
MG;31;69901;Ubá;115,552
MG;31;70008;Ubaí;12,533
MG;31;70057;Ubaporanga;12,471
MG;31;70107;Uberaba;333,783
MG;31;70206;Uberlândia;691,305
MG;31;70305;Umburatiba;2,611
MG;31;70404;Unaí;84,378
MG;31;70438;União de Minas;4,304
MG;31;70479;Uruana de Minas;3,264
MG;31;70503;Urucânia;10,358
MG;31;70529;Urucuia;16,865
MG;31;70578;Vargem Alegre;6,480
MG;31;70602;Vargem Bonita;2,153
MG;31;70651;Vargem Grande do Rio Pardo;5,007
MG;31;70701;Varginha;135,558
MG;31;70750;Varjão de Minas;7,036
MG;31;70800;Várzea da Palma;39,493
MG;31;70909;Varzelândia;19,320
MG;31;71006;Vazante;20,590
MG;31;71030;Verdelândia;9,355
MG;31;71071;Veredinha;5,720
MG;31;71105;Veríssimo;3,999
MG;31;71154;Vermelho Novo;4,839
MG;31;71204;Vespasiano;127,601
MG;31;71303;Viçosa;78,846
MG;31;71402;Vieiras;3,608
MG;31;71501;Mathias Lobato;3,203
MG;31;71600;Virgem da Lapa;13,752
MG;31;71709;Virgínia;8,674
MG;31;71808;Virginópolis;10,510
MG;31;71907;Virgolândia;5,380
MG;31;72004;Visconde do Rio Branco;42,564
MG;31;72103;Volta Grande;5,252
MG;31;72202;Wenceslau Braz;2,552
ES;32;00102;Afonso Cláudio;30,586
ES;32;00136;Águia Branca;9,642
ES;32;00169;Água Doce do Norte;11,019
ES;32;00201;Alegre;30,084
ES;32;00300;Alfredo Chaves;14,601
ES;32;00359;Alto Rio Novo;7,836
ES;32;00409;Anchieta;29,263
ES;32;00508;Apiacá;7,567
ES;32;00607;Aracruz;101,220
ES;32;00706;Atilio Vivacqua;11,936
ES;32;00805;Baixo Guandu;30,998
ES;32;00904;Barra de São Francisco;44,650
ES;32;01001;Boa Esperança;15,037
ES;32;01100;Bom Jesus do Norte;9,936
ES;32;01159;Brejetuba;12,404
ES;32;01209;Cachoeiro de Itapemirim;208,972
ES;32;01308;Cariacica;381,285
ES;32;01407;Castelo;37,534
ES;32;01506;Colatina;122,499
ES;32;01605;Conceição da Barra;31,063
ES;32;01704;Conceição do Castelo;12,723
ES;32;01803;Divino de São Lourenço;4,304
ES;32;01902;Domingos Martins;33,850
ES;32;02009;Dores do Rio Preto;6,749
ES;32;02108;Ecoporanga;22,923
ES;32;02207;Fundão;21,509
ES;32;02256;Governador Lindenberg;12,709
ES;32;02306;Guaçuí;30,867
ES;32;02405;Guarapari;124,859
ES;32;02454;Ibatiba;26,082
ES;32;02504;Ibiraçu;12,479
ES;32;02553;Ibitirama;8,889
ES;32;02603;Iconha;13,860
ES;32;02652;Irupi;13,377
ES;32;02702;Itaguaçu;14,066
ES;32;02801;Itapemirim;34,348
ES;32;02900;Itarana;10,555
ES;32;03007;Iúna;29,161
ES;32;03056;Jaguaré;30,477
ES;32;03106;Jerônimo Monteiro;12,192
ES;32;03130;João Neiva;16,668
ES;32;03163;Laranja da Terra;10,947
ES;32;03205;Linhares;173,555
ES;32;03304;Mantenópolis;15,350
ES;32;03320;Marataízes;38,499
ES;32;03346;Marechal Floriano;16,694
ES;32;03353;Marilândia;12,833
ES;32;03403;Mimoso do Sul;26,153
ES;32;03502;Montanha;18,833
ES;32;03601;Mucurici;5,524
ES;32;03700;Muniz Freire;17,465
ES;32;03809;Muqui;15,449
ES;32;03908;Nova Venécia;50,110
ES;32;04005;Pancas;23,184
ES;32;04054;Pedro Canário;26,184
ES;32;04104;Pinheiros;27,047
ES;32;04203;Piúma;21,711
ES;32;04252;Ponto Belo;7,863
ES;32;04302;Presidente Kennedy;11,574
ES;32;04351;Rio Bananal;19,141
ES;32;04401;Rio Novo do Sul;11,622
ES;32;04500;Santa Leopoldina;12,224
ES;32;04559;Santa Maria de Jetibá;40,431
ES;32;04609;Santa Teresa;23,590
ES;32;04658;São Domingos do Norte;8,638
ES;32;04708;São Gabriel da Palha;37,947
ES;32;04807;São José do Calçado;10,556
ES;32;04906;São Mateus;130,611
ES;32;04955;São Roque do Canaã;12,415
ES;32;05002;Serra;517,510
ES;32;05010;Sooretama;30,070
ES;32;05036;Vargem Alta;21,402
ES;32;05069;Venda Nova do Imigrante;25,277
ES;32;05101;Viana;78,239
ES;32;05150;Vila Pavão;9,208
ES;32;05176;Vila Valério;14,080
ES;32;05200;Vila Velha;493,838
ES;32;05309;Vitória;362,097
RJ;33;00100;Angra dos Reis;203,785
RJ;33;00159;Aperibé;11,759
RJ;33;00209;Araruama;132,400
RJ;33;00225;Areal;12,572
RJ;33;00233;Armação dos Búzios;40,532
RJ;33;00258;Arraial do Cabo;30,349
RJ;33;00308;Barra do Piraí;100,374
RJ;33;00407;Barra Mansa;184,412
RJ;33;00456;Belford Roxo;510,906
RJ;33;00506;Bom Jardim;27,446
RJ;33;00605;Bom Jesus do Itabapoana;37,096
RJ;33;00704;Cabo Frio;219,863
RJ;33;00803;Cachoeiras de Macacu;58,937
RJ;33;00902;Cambuci;15,505
RJ;33;00936;Carapebus;16,301
RJ;33;00951;Comendador Levy Gasparian;8,561
RJ;33;01009;Campos dos Goytacazes;507,548
RJ;33;01108;Cantagalo;20,172
RJ;33;01157;Cardoso Moreira;12,823
RJ;33;01207;Carmo;18,895
RJ;33;01306;Casimiro de Abreu;44,184
RJ;33;01405;Conceição de Macabu;23,228
RJ;33;01504;Cordeiro;21,926
RJ;33;01603;Duas Barras;11,492
RJ;33;01702;Duque de Caxias;919,596
RJ;33;01801;Engenheiro Paulo de Frontin;14,002
RJ;33;01850;Guapimirim;60,517
RJ;33;01876;Iguaba Grande;28,310
RJ;33;01900;Itaboraí;240,592
RJ;33;02007;Itaguaí;133,019
RJ;33;02056;Italva;15,207
RJ;33;02106;Itaocara;23,234
RJ;33;02205;Itaperuna;103,224
RJ;33;02254;Itatiaia;31,805
RJ;33;02270;Japeri;104,768
RJ;33;02304;Laje do Muriaé;7,355
RJ;33;02403;Macaé;256,672
RJ;33;02452;Macuco;5,599
RJ;33;02502;Magé;245,071
RJ;33;02601;Mangaratiba;44,468
RJ;33;02700;Maricá;161,207
RJ;33;02809;Mendes;18,614
RJ;33;02858;Mesquita;176,103
RJ;33;02908;Miguel Pereira;25,538
RJ;33;03005;Miracema;27,174
RJ;33;03104;Natividade;15,317
RJ;33;03203;Nilópolis;162,485
RJ;33;03302;Niterói;513,584
RJ;33;03401;Nova Friburgo;190,631
RJ;33;03500;Nova Iguaçu;821,128
RJ;33;03609;Paracambi;52,257
RJ;33;03708;Paraíba do Sul;44,285
RJ;33;03807;Paraty;43,165
RJ;33;03856;Paty do Alferes;27,769
RJ;33;03906;Petrópolis;306,191
RJ;33;03955;Pinheiral;25,156
RJ;33;04003;Piraí;29,277
RJ;33;04102;Porciúncula;18,847
RJ;33;04110;Porto Real;19,683
RJ;33;04128;Quatis;14,302
RJ;33;04144;Queimados;150,319
RJ;33;04151;Quissamã;24,700
RJ;33;04201;Resende;131,341
RJ;33;04300;Rio Bonito;60,201
RJ;33;04409;Rio Claro;18,529
RJ;33;04508;Rio das Flores;9,284
RJ;33;04524;Rio das Ostras;150,674
RJ;33;04557;Rio de Janeiro;6,718,903
RJ;33;04607;Santa Maria Madalena;10,404
RJ;33;04706;Santo Antônio de Pádua;42,479
RJ;33;04755;São Francisco de Itabapoana;42,205
RJ;33;04805;São Fidélis;38,669
RJ;33;04904;São Gonçalo;1,084,839
RJ;33;05000;São João da Barra;36,102
RJ;33;05109;São João de Meriti;472,406
RJ;33;05133;São José de Ubá;7,171
RJ;33;05158;São José do Vale do Rio Preto;21,795
RJ;33;05208;São Pedro da Aldeia;104,476
RJ;33;05307;São Sebastião do Alto;9,357
RJ;33;05406;Sapucaia;18,228
RJ;33;05505;Saquarema;89,170
RJ;33;05554;Seropédica;82,312
RJ;33;05604;Silva Jardim;21,774
RJ;33;05703;Sumidouro;15,623
RJ;33;05752;Tanguá;34,309
RJ;33;05802;Teresópolis;182,594
RJ;33;05901;Trajano de Moraes;10,626
RJ;33;06008;Três Rios;81,804
RJ;33;06107;Valença;76,523
RJ;33;06156;Varre-Sai;11,000
RJ;33;06206;Vassouras;36,896
RJ;33;06305;Volta Redonda;273,012
SP;35;00105;Adamantina;35,068
SP;35;00204;Adolfo;3,562
SP;35;00303;Aguaí;36,305
SP;35;00402;Águas da Prata;8,180
SP;35;00501;Águas de Lindóia;18,705
SP;35;00550;Águas de Santa Bárbara;6,075
SP;35;00600;Águas de São Pedro;3,451
SP;35;00709;Agudos;37,214
SP;35;00758;Alambari;6,025
SP;35;00808;Alfredo Marcondes;4,166
SP;35;00907;Altair;4,160
SP;35;01004;Altinópolis;16,184
SP;35;01103;Alto Alegre;4,099
SP;35;01152;Alumínio;18,628
SP;35;01202;Álvares Florence;3,679
SP;35;01301;Álvares Machado;24,915
SP;35;01400;Álvaro de Carvalho;5,227
SP;35;01509;Alvinlândia;3,222
SP;35;01608;Americana;239,597
SP;35;01707;Américo Brasiliense;40,504
SP;35;01806;Américo de Campos;5,969
SP;35;01905;Amparo;72,195
SP;35;02002;Analândia;4,995
SP;35;02101;Andradina;57,157
SP;35;02200;Angatuba;25,228
SP;35;02309;Anhembi;6,724
SP;35;02408;Anhumas;4,115
SP;35;02507;Aparecida;36,157
SP;35;02606;Aparecida d'Oeste;4,196
SP;35;02705;Apiaí;24,374
SP;35;02754;Araçariguama;22,364
SP;35;02804;Araçatuba;197,016
SP;35;02903;Araçoiaba da Serra;34,146
SP;35;03000;Aramina;5,620
SP;35;03109;Arandu;6,357
SP;35;03158;Arapeí;2,469
SP;35;03208;Araraquara;236,072
SP;35;03307;Araras;134,236
SP;35;03356;Arco-Íris;1,791
SP;35;03406;Arealva;8,560
SP;35;03505;Areias;3,886
SP;35;03604;Areiópolis;11,129
SP;35;03703;Ariranha;9,668
SP;35;03802;Artur Nogueira;54,408
SP;35;03901;Arujá;89,824
SP;35;03950;Aspásia;1,822
SP;35;04008;Assis;104,386
SP;35;04107;Atibaia;142,761
SP;35;04206;Auriflama;15,189
SP;35;04305;Avaí;5,403
SP;35;04404;Avanhandava;13,649
SP;35;04503;Avaré;90,655
SP;35;04602;Bady Bassitt;17,502
SP;35;04701;Balbinos;5,735
SP;35;04800;Bálsamo;9,068
SP;35;04909;Bananal;10,945
SP;35;05005;Barão de Antonina;3,469
SP;35;05104;Barbosa;7,402
SP;35;05203;Bariri;35,264
SP;35;05302;Barra Bonita;36,126
SP;35;05351;Barra do Chapéu;5,724
SP;35;05401;Barra do Turvo;7,659
SP;35;05500;Barretos;122,098
SP;35;05609;Barrinha;32,812
SP;35;05708;Barueri;274,182
SP;35;05807;Bastos;20,953
SP;35;05906;Batatais;62,508
SP;35;06003;Bauru;376,818
SP;35;06102;Bebedouro;77,496
SP;35;06201;Bento de Abreu;2,980
SP;35;06300;Bernardino de Campos;11,148
SP;35;06359;Bertioga;63,249
SP;35;06409;Bilac;8,034
SP;35;06508;Birigui;123,638
SP;35;06607;Biritiba-Mirim;32,598
SP;35;06706;Boa Esperança do Sul;14,923
SP;35;06805;Bocaina;12,329
SP;35;06904;Bofete;11,730
SP;35;07001;Boituva;60,997
SP;35;07100;Bom Jesus dos Perdões;25,448
SP;35;07159;Bom Sucesso de Itararé;3,954
SP;35;07209;Borá;837
SP;35;07308;Boracéia;4,823
SP;35;07407;Borborema;16,046
SP;35;07456;Borebi;2,653
SP;35;07506;Botucatu;146,497
SP;35;07605;Bragança Paulista;168,668
SP;35;07704;Braúna;5,686
SP;35;07753;Brejo Alegre;2,865
SP;35;07803;Brodowski;24,939
SP;35;07902;Brotas;24,403
SP;35;08009;Buri;19,878
SP;35;08108;Buritama;17,144
SP;35;08207;Buritizal;4,481
SP;35;08306;Cabrália Paulista;4,264
SP;35;08405;Cabreúva;49,707
SP;35;08504;Caçapava;94,263
SP;35;08603;Cachoeira Paulista;33,327
SP;35;08702;Caconde;18,985
SP;35;08801;Cafelândia;17,767
SP;35;08900;Caiabu;4,191
SP;35;09007;Caieiras;101,470
SP;35;09106;Caiuá;5,874
SP;35;09205;Cajamar;76,801
SP;35;09254;Cajati;28,549
SP;35;09304;Cajobi;10,542
SP;35;09403;Cajuru;26,167
SP;35;09452;Campina do Monte Alegre;6,024
SP;35;09502;Campinas;1,204,073
SP;35;09601;Campo Limpo Paulista;84,650
SP;35;09700;Campos do Jordão;52,088
SP;35;09809;Campos Novos Paulista;4,965
SP;35;09908;Cananéia;12,540
SP;35;09957;Canas;5,138
SP;35;10005;Cândido Mota;31,280
SP;35;10104;Cândido Rodrigues;2,793
SP;35;10153;Canitar;5,216
SP;35;10203;Capão Bonito;47,138
SP;35;10302;Capela do Alto;20,706
SP;35;10401;Capivari;55,768
SP;35;10500;Caraguatatuba;121,532
SP;35;10609;Carapicuíba;400,927
SP;35;10708;Cardoso;12,326
SP;35;10807;Casa Branca;30,380
SP;35;10906;Cássia dos Coqueiros;2,523
SP;35;11003;Castilho;21,006
SP;35;11102;Catanduva;121,862
SP;35;11201;Catiguá;7,804
SP;35;11300;Cedral;9,237
SP;35;11409;Cerqueira César;19,985
SP;35;11508;Cerquilho;48,949
SP;35;11607;Cesário Lange;18,148
SP;35;11706;Charqueada;17,190
SP;35;11904;Clementina;8,617
SP;35;12001;Colina;18,468
SP;35;12100;Colômbia;6,210
SP;35;12209;Conchal;28,050
SP;35;12308;Conchas;17,896
SP;35;12407;Cordeirópolis;24,528
SP;35;12506;Coroados;6,058
SP;35;12605;Coronel Macedo;4,681
SP;35;12704;Corumbataí;4,055
SP;35;12803;Cosmópolis;72,252
SP;35;12902;Cosmorama;7,307
SP;35;13009;Cotia;249,210
SP;35;13108;Cravinhos;35,292
SP;35;13207;Cristais Paulista;8,631
SP;35;13306;Cruzália;2,073
SP;35;13405;Cruzeiro;82,238
SP;35;13504;Cubatão;130,705
SP;35;13603;Cunha;21,547
SP;35;13702;Descalvado;33,718
SP;35;13801;Diadema;423,884
SP;35;13850;Dirce Reis;1,793
SP;35;13900;Divinolândia;11,146
SP;35;14007;Dobrada;8,929
SP;35;14106;Dois Córregos;27,315
SP;35;14205;Dolcinópolis;2,115
SP;35;14304;Dourado;8,873
SP;35;14403;Dracena;46,793
SP;35;14502;Duartina;12,445
SP;35;14601;Dumont;9,868
SP;35;14700;Echaporã;6,102
SP;35;14809;Eldorado;15,494
SP;35;14908;Elias Fausto;17,772
SP;35;14924;Elisiário;3,651
SP;35;14957;Embaúba;2,452
SP;35;15004;Embu das Artes;273,726
SP;35;15103;Embu-Guaçu;69,385
SP;35;15129;Emilianópolis;3,214
SP;35;15152;Engenheiro Coelho;20,773
SP;35;15186;Espírito Santo do Pinhal;44,330
SP;35;15194;Espírito Santo do Turvo;4,829
SP;35;15202;Estrela d'Oeste;8,419
SP;35;15301;Estrela do Norte;2,766
SP;35;15350;Euclides da Cunha Paulista;9,371
SP;35;15400;Fartura;16,036
SP;35;15509;Fernandópolis;69,116
SP;35;15608;Fernando Prestes;5,783
SP;35;15657;Fernão;1,716
SP;35;15707;Ferraz de Vasconcelos;194,276
SP;35;15806;Flora Rica;1,464
SP;35;15905;Floreal;2,917
SP;35;16002;Flórida Paulista;14,640
SP;35;16101;Florínia;2,676
SP;35;16200;Franca;353,187
SP;35;16309;Francisco Morato;175,844
SP;35;16408;Franco da Rocha;154,489
SP;35;16507;Gabriel Monteiro;2,776
SP;35;16606;Gália;6,548
SP;35;16705;Garça;44,390
SP;35;16804;Gastão Vidigal;4,808
SP;35;16853;Gavião Peixoto;4,789
SP;35;16903;General Salgado;10,869
SP;35;17000;Getulina;11,409
SP;35;17109;Glicério;4,815
SP;35;17208;Guaiçara;12,168
SP;35;17307;Guaimbê;5,765
SP;35;17406;Guaíra;40,790
SP;35;17505;Guapiaçu;21,454
SP;35;17604;Guapiara;17,157
SP;35;17703;Guará;21,220
SP;35;17802;Guaraçaí;8,323
SP;35;17901;Guaraci;11,188
SP;35;18008;Guarani d'Oeste;2,000
SP;35;18107;Guarantã;6,664
SP;35;18206;Guararapes;32,939
SP;35;18305;Guararema;29,798
SP;35;18404;Guaratinguetá;121,798
SP;35;18503;Guareí;18,520
SP;35;18602;Guariba;40,105
SP;35;18701;Guarujá;320,459
SP;35;18800;Guarulhos;1,379,182
SP;35;18859;Guatapará;7,656
SP;35;18909;Guzolândia;5,267
SP;35;19006;Herculândia;9,526
SP;35;19055;Holambra;14,930
SP;35;19071;Hortolândia;230,851
SP;35;19105;Iacanga;11,710
SP;35;19204;Iacri;6,321
SP;35;19253;Iaras;9,240
SP;35;19303;Ibaté;35,104
SP;35;19402;Ibirá;12,393
SP;35;19501;Ibirarema;7,753
SP;35;19600;Ibitinga;60,033
SP;35;19709;Ibiúna;78,878
SP;35;19808;Icém;8,243
SP;35;19907;Iepê;8,159
SP;35;20004;Igaraçu do Tietê;24,674
SP;35;20103;Igarapava;30,432
SP;35;20202;Igaratá;9,534
SP;35;20301;Iguape;30,857
SP;35;20400;Ilhabela;34,970
SP;35;20426;Ilha Comprida;11,166
SP;35;20442;Ilha Solteira;26,686
SP;35;20509;Indaiatuba;251,627
SP;35;20608;Indiana;4,885
SP;35;20707;Indiaporã;3,897
SP;35;20806;Inúbia Paulista;3,991
SP;35;20905;Ipaussu;14,971
SP;35;21002;Iperó;37,133
SP;35;21101;Ipeúna;7,546
SP;35;21150;Ipiguá;5,392
SP;35;21200;Iporanga;4,218
SP;35;21309;Ipuã;16,409
SP;35;21408;Iracemápolis;24,235
SP;35;21507;Irapuã;7,993
SP;35;21606;Irapuru;8,294
SP;35;21705;Itaberá;17,556
SP;35;21804;Itaí;27,125
SP;35;21903;Itajobi;15,262
SP;35;22000;Itaju;3,835
SP;35;22109;Itanhaém;101,816
SP;35;22158;Itaóca;3,328
SP;35;22208;Itapecerica da Serra;175,693
SP;35;22307;Itapetininga;163,901
SP;35;22406;Itapeva;94,354
SP;35;22505;Itapevi;237,700
SP;35;22604;Itapira;74,773
SP;35;22653;Itapirapuã Paulista;4,241
SP;35;22703;Itápolis;43,120
SP;35;22802;Itaporanga;15,149
SP;35;22901;Itapuí;13,992
SP;35;23008;Itapura;4,906
SP;35;23107;Itaquaquecetuba;370,821
SP;35;23206;Itararé;50,503
SP;35;23305;Itariri;17,436
SP;35;23404;Itatiba;120,858
SP;35;23503;Itatinga;20,697
SP;35;23602;Itirapina;18,157
SP;35;23701;Itirapuã;6,499
SP;35;23800;Itobi;7,841
SP;35;23909;Itu;173,939
SP;35;24006;Itupeva;61,252
SP;35;24105;Ituverava;41,824
SP;35;24204;Jaborandi;6,929
SP;35;24303;Jaboticabal;77,263
SP;35;24402;Jacareí;233,662
SP;35;24501;Jaci;7,067
SP;35;24600;Jacupiranga;17,866
