,UF,COD. UF,COD. MUNIC,NOME DO MUNICÍPIO,POPULAÇÃO ESTIMADA
1186,RN,24.0,10256.0,Porto do Mangue,6437
1187,RN,24.0,10306.0,Serra Caiada,10395
1188,RN,24.0,10405.0,Pureza,9621
1189,RN,24.0,10504.0,Rafael Fernandes,5098
1190,RN,24.0,10603.0,Rafael Godeiro,3201
1191,RN,24.0,10702.0,Riacho da Cruz,3579
1192,RN,24.0,10801.0,Riacho de Santana,4204
1193,RN,24.0,10900.0,Riachuelo,8128
1194,RN,24.0,11007.0,Rodolfo Fernandes,4467
1195,RN,24.0,11056.0,Tibau,4106
1196,RN,24.0,11106.0,Ruy Barbosa,3600
1197,RN,24.0,11205.0,Santa Cruz,39674
1198,RN,24.0,11403.0,Santana do Matos,12791
1199,RN,24.0,11429.0,Santana do Seridó,2680
1200,RN,24.0,11502.0,Santo Antônio,24136
1201,RN,24.0,11601.0,São Bento do Norte,2747
1202,RN,24.0,11700.0,São Bento do Trairí,4449
1203,RN,24.0,11809.0,São Fernando,3584
1204,RN,24.0,11908.0,São Francisco do Oeste,4228
1205,RN,24.0,12005.0,São Gonçalo do Amarante,102400
1206,RN,24.0,12104.0,São João do Sabugi,6193
1207,RN,24.0,12203.0,São José de Mipibu,43899
1208,RN,24.0,12302.0,São José do Campestre,12856
1209,RN,24.0,12401.0,São José do Seridó,4634
1210,RN,24.0,12500.0,São Miguel,23519
1211,RN,24.0,12559.0,São Miguel do Gostoso,10282
1212,RN,24.0,12609.0,São Paulo do Potengi,17579
1213,RN,24.0,12708.0,São Pedro,5971
1214,RN,24.0,12807.0,São Rafael,8202
1215,RN,24.0,12906.0,São Tomé,11055
1216,RN,24.0,13003.0,São Vicente,6424
1217,RN,24.0,13102.0,Senador Elói de Souza,6086
1218,RN,24.0,13201.0,Senador Georgino Avelino,4440
1219,RN,24.0,13300.0,Serra de São Bento,5762
1220,RN,24.0,13359.0,Serra do Mel,11938
1221,RN,24.0,13409.0,Serra Negra do Norte,8078
1222,RN,24.0,13508.0,Serrinha,6229
1223,RN,24.0,13557.0,Serrinha dos Pintos,4800
1224,RN,24.0,13607.0,Severiano Melo,2440
1225,RN,24.0,13706.0,Sítio Novo,5522
1226,RN,24.0,13805.0,Taboleiro Grande,2566
1227,RN,24.0,13904.0,Taipu,12279
1228,RN,24.0,14001.0,Tangará,15727
1229,RN,24.0,14100.0,Tenente Ananias,10786
1230,RN,24.0,14159.0,Tenente Laurentino Cruz,5952
1231,RN,24.0,14209.0,Tibau do Sul,14180
1232,RN,24.0,14308.0,Timbaúba dos Batistas,2414
1233,RN,24.0,14407.0,Touros,33287
1234,RN,24.0,14456.0,Triunfo Potiguar,3237
1235,RN,24.0,14506.0,Umarizal,10555
1236,RN,24.0,14605.0,Upanema,14659
1237,RN,24.0,14704.0,Várzea,5500
1238,RN,24.0,14753.0,Venha-Ver,4177
1239,RN,24.0,14803.0,Vera Cruz,12481
1240,RN,24.0,14902.0,Viçosa,1718
1241,RN,24.0,15008.0,Vila Flor,3170
1242,PB,25.0,106.0,Água Branca,10234
1243,PB,25.0,205.0,Aguiar,5640
1244,PB,25.0,304.0,Alagoa Grande,28496
1245,PB,25.0,403.0,Alagoa Nova,20849
1246,PB,25.0,502.0,Alagoinha,14489
1247,PB,25.0,536.0,Alcantil,5492
1248,PB,25.0,577.0,Algodão de Jandaíra,2567
1249,PB,25.0,601.0,Alhandra,19588
1250,PB,25.0,700.0,São João do Rio do Peixe,18034
1251,PB,25.0,734.0,Amparo,2238
1252,PB,25.0,775.0,Aparecida,8347
1253,PB,25.0,809.0,Araçagi,16987
1254,PB,25.0,908.0,Arara,13470
1255,PB,25.0,1005.0,Araruna,20312
1256,PB,25.0,1104.0,Areia,22819
1257,PB,25.0,1153.0,Areia de Baraúnas,2128
1258,PB,25.0,1203.0,Areial,6998
1259,PB,25.0,1302.0,Aroeiras,19153
1260,PB,25.0,1351.0,Assunção,3990
1261,PB,25.0,1401.0,Baía da Traição,8993
1262,PB,25.0,1500.0,Bananeiras,21318
1263,PB,25.0,1534.0,Baraúna,4892
1264,PB,25.0,1575.0,Barra de Santana,8359
1265,PB,25.0,1609.0,Barra de Santa Rosa,15384
1266,PB,25.0,1708.0,Barra de São Miguel,6036
1267,PB,25.0,1807.0,Bayeux,96880
1268,PB,25.0,1906.0,Belém,17676
1269,PB,25.0,2003.0,Belém do Brejo do Cruz,7342
1270,PB,25.0,2052.0,Bernardino Batista,3501
1271,PB,25.0,2102.0,Boa Ventura,5366
1272,PB,25.0,2151.0,Boa Vista,7051
1273,PB,25.0,2201.0,Bom Jesus,2561
1274,PB,25.0,2300.0,Bom Sucesso,4975
1275,PB,25.0,2409.0,Bonito de Santa Fé,11917
1276,PB,25.0,2508.0,Boqueirão,17804
1277,PB,25.0,2607.0,Igaracy,6117
1278,PB,25.0,2706.0,Borborema,5263
1279,PB,25.0,2805.0,Brejo do Cruz,14122
1280,PB,25.0,2904.0,Brejo dos Santos,6449
1281,PB,25.0,3001.0,Caaporã,21828
1282,PB,25.0,3100.0,Cabaceiras,5611
1283,PB,25.0,3209.0,Cabedelo,67736
1284,PB,25.0,3308.0,Cachoeira dos Índios,10244
1285,PB,25.0,3407.0,Cacimba de Areia,3682
1286,PB,25.0,3506.0,Cacimba de Dentro,17187
1287,PB,25.0,3555.0,Cacimbas,7173
1288,PB,25.0,3605.0,Caiçara,7201
1289,PB,25.0,3704.0,Cajazeiras,61993
1290,PB,25.0,3753.0,Cajazeirinhas,3193
1291,PB,25.0,3803.0,Caldas Brandão,6014
1292,PB,25.0,3902.0,Camalaú,6013
1293,PB,25.0,4009.0,Campina Grande,409731
1294,PB,25.0,4033.0,Capim,6523
1295,PB,25.0,4074.0,Caraúbas,4162
1296,PB,25.0,4108.0,Carrapateira,2659
1297,PB,25.0,4157.0,Casserengue,7468
1298,PB,25.0,4207.0,Catingueira,4932
1299,PB,25.0,4306.0,Catolé do Rocha,30546
1300,PB,25.0,4355.0,Caturité,4852
1301,PB,25.0,4405.0,Conceição,18982
1302,PB,25.0,4504.0,Condado,6654
1303,PB,25.0,4603.0,Conde,24670
1304,PB,25.0,4702.0,Congo,4786
1305,PB,25.0,4801.0,Coremas,15445
1306,PB,25.0,4850.0,Coxixola,1921
1307,PB,25.0,4900.0,Cruz do Espírito Santo,17319
1308,PB,25.0,5006.0,Cubati,7797
1309,PB,25.0,5105.0,Cuité,20338
1310,PB,25.0,5204.0,Cuitegi,6803
1311,PB,25.0,5238.0,Cuité de Mamanguape,6353
1312,PB,25.0,5279.0,Curral de Cima,5227
1313,PB,25.0,5303.0,Curral Velho,2516
1314,PB,25.0,5352.0,Damião,5330
1315,PB,25.0,5402.0,Desterro,8297
1316,PB,25.0,5501.0,Vista Serrana,3798
1317,PB,25.0,5600.0,Diamante,6552
1318,PB,25.0,5709.0,Dona Inês,10453
1319,PB,25.0,5808.0,Duas Estradas,3596
1320,PB,25.0,5907.0,Emas,3522
1321,PB,25.0,6004.0,Esperança,33007
1322,PB,25.0,6103.0,Fagundes,11253
1323,PB,25.0,6202.0,Frei Martinho,2989
1324,PB,25.0,6251.0,Gado Bravo,8316
1325,PB,25.0,6301.0,Guarabira,58833
1326,PB,25.0,6400.0,Gurinhém,14129
1327,PB,25.0,6509.0,Gurjão,3428
1328,PB,25.0,6608.0,Ibiara,5929
1329,PB,25.0,6707.0,Imaculada,11819
1330,PB,25.0,6806.0,Ingá,18103
1331,PB,25.0,6905.0,Itabaiana,24477
1332,PB,25.0,7002.0,Itaporanga,24692
1333,PB,25.0,7101.0,Itapororoca,18664
1334,PB,25.0,7200.0,Itatuba,10962
1335,PB,25.0,7309.0,Jacaraú,14431
1336,PB,25.0,7408.0,Jericó,7739
1337,PB,25.0,7507.0,João Pessoa,809015
1338,PB,25.0,7606.0,Juarez Távora,7936
1339,PB,25.0,7705.0,Juazeirinho,18171
1340,PB,25.0,7804.0,Junco do Seridó,7150
1341,PB,25.0,7903.0,Juripiranga,10756
1342,PB,25.0,8000.0,Juru,9867
1343,PB,25.0,8109.0,Lagoa,4666
1344,PB,25.0,8208.0,Lagoa de Dentro,7719
1345,PB,25.0,8307.0,Lagoa Seca,27503
1346,PB,25.0,8406.0,Lastro,2737
1347,PB,25.0,8505.0,Livramento,7256
1348,PB,25.0,8554.0,Logradouro,4332
1349,PB,25.0,8604.0,Lucena,13080
1350,PB,25.0,8703.0,Mãe d'Água,4009
1351,PB,25.0,8802.0,Malta,5759
1352,PB,25.0,8901.0,Mamanguape,44882
1353,PB,25.0,9008.0,Manaíra,10955
1354,PB,25.0,9057.0,Marcação,8558
1355,PB,25.0,9107.0,Mari,21837
1356,PB,25.0,9156.0,Marizópolis,6617
1357,PB,25.0,9206.0,Massaranduba,13918
1358,PB,25.0,9305.0,Mataraca,8434
1359,PB,25.0,9339.0,Matinhas,4500
1360,PB,25.0,9370.0,Mato Grosso,2908
1361,PB,25.0,9396.0,Maturéia,6569
1362,PB,25.0,9404.0,Mogeiro,13284
1363,PB,25.0,9503.0,Montadas,5669
1364,PB,25.0,9602.0,Monte Horebe,4816
1365,PB,25.0,9701.0,Monteiro,33222
1366,PB,25.0,9800.0,Mulungu,9902
1367,PB,25.0,9909.0,Natuba,10454
1368,PB,25.0,10006.0,Nazarezinho,7301
1369,PB,25.0,10105.0,Nova Floresta,10638
1370,PB,25.0,10204.0,Nova Olinda,5949
1371,PB,25.0,10303.0,Nova Palmeira,4906
1372,PB,25.0,10402.0,Olho d'Água,6526
1373,PB,25.0,10501.0,Olivedos,3932
1374,PB,25.0,10600.0,Ouro Velho,3039
1375,PB,25.0,10659.0,Parari,1771
1376,PB,25.0,10709.0,Passagem,2419
1377,PB,25.0,10808.0,Patos,107605
1378,PB,25.0,10907.0,Paulista,12347
1379,PB,25.0,11004.0,Pedra Branca,3801
1380,PB,25.0,11103.0,Pedra Lavrada,7843
1381,PB,25.0,11202.0,Pedras de Fogo,28458
1382,PB,25.0,11301.0,Piancó,16075
1383,PB,25.0,11400.0,Picuí,18703
1384,PB,25.0,11509.0,Pilar,11917
1385,PB,25.0,11608.0,Pilões,6635
1386,PB,25.0,11707.0,Pilõezinhos,4976
1387,PB,25.0,11806.0,Pirpirituba,10579
1388,PB,25.0,11905.0,Pitimbu,19065
1389,PB,25.0,12002.0,Pocinhos,18564
1390,PB,25.0,12036.0,Poço Dantas,3888
1391,PB,25.0,12077.0,Poço de José de Moura,4307
1392,PB,25.0,12101.0,Pombal,32801
1393,PB,25.0,12200.0,Prata,4209
1394,PB,25.0,12309.0,Princesa Isabel,23345
1395,PB,25.0,12408.0,Puxinanã,13680
1396,PB,25.0,12507.0,Queimadas,43967
1397,PB,25.0,12606.0,Quixaba,1956
1398,PB,25.0,12705.0,Remígio,19621
1399,PB,25.0,12721.0,Pedro Régis,6089
1400,PB,25.0,12747.0,Riachão,3588
1401,PB,25.0,12754.0,Riachão do Bacamarte,4521
1402,PB,25.0,12762.0,Riachão do Poço,4509
1403,PB,25.0,12788.0,Riacho de Santo Antônio,1948
1404,PB,25.0,12804.0,Riacho dos Cavalos,8526
1405,PB,25.0,12903.0,Rio Tinto,24176
1406,PB,25.0,13000.0,Salgadinho,3885
1407,PB,25.0,13109.0,Salgado de São Félix,12140
1408,PB,25.0,13158.0,Santa Cecília,6558
1409,PB,25.0,13208.0,Santa Cruz,6583
1410,PB,25.0,13307.0,Santa Helena,5889
1411,PB,25.0,13356.0,Santa Inês,3595
1412,PB,25.0,13406.0,Santa Luzia,15382
1413,PB,25.0,13505.0,Santana de Mangueira,5162
1414,PB,25.0,13604.0,Santana dos Garrotes,7031
1415,PB,25.0,13653.0,Joca Claudino*,2636
1416,PB,25.0,13703.0,Santa Rita,136586
1417,PB,25.0,13802.0,Santa Teresinha,4573
1418,PB,25.0,13851.0,Santo André,2521
1419,PB,25.0,13901.0,São Bento,34031
1420,PB,25.0,13927.0,São Bentinho,4529
1421,PB,25.0,13943.0,São Domingos do Cariri,2615
1422,PB,25.0,13968.0,São Domingos,3073
1423,PB,25.0,13984.0,São Francisco,3392
1424,PB,25.0,14008.0,São João do Cariri,4199
1425,PB,25.0,14107.0,São João do Tigre,4422
1426,PB,25.0,14206.0,São José da Lagoa Tapada,7630
1427,PB,25.0,14305.0,São José de Caiana,6359
1428,PB,25.0,14404.0,São José de Espinharas,4682
1429,PB,25.0,14453.0,São José dos Ramos,5957
1430,PB,25.0,14503.0,São José de Piranhas,20251
1431,PB,25.0,14552.0,São José de Princesa,4003
1432,PB,25.0,14602.0,São José do Bonfim,3557
1433,PB,25.0,14651.0,São José do Brejo do Cruz,1801
1434,PB,25.0,14701.0,São José do Sabugi,4141
1435,PB,25.0,14800.0,São José dos Cordeiros,3628
1436,PB,25.0,14909.0,São Mamede,7724
1437,PB,25.0,15005.0,São Miguel de Taipu,7368
1438,PB,25.0,15104.0,São Sebastião de Lagoa de Roça,11661
1439,PB,25.0,15203.0,São Sebastião do Umbuzeiro,3489
1440,PB,25.0,15302.0,Sapé,52625
1441,PB,25.0,15401.0,São Vicente do Seridó,10775
1442,PB,25.0,15500.0,Serra Branca,13699
1443,PB,25.0,15609.0,Serra da Raiz,3148
1444,PB,25.0,15708.0,Serra Grande,2909
1445,PB,25.0,15807.0,Serra Redonda,7041
1446,PB,25.0,15906.0,Serraria,6099
1447,PB,25.0,15930.0,Sertãozinho,5024
1448,PB,25.0,15971.0,Sobrado,7783
1449,PB,25.0,16003.0,Solânea,26407
1450,PB,25.0,16102.0,Soledade,14989
1451,PB,25.0,16151.0,Sossêgo,3555
1452,PB,25.0,16201.0,Sousa,69444
1453,PB,25.0,16300.0,Sumé,16966
1454,PB,25.0,16409.0,Tacima*,10911
1455,PB,25.0,16508.0,Taperoá,15376
1456,PB,25.0,16607.0,Tavares,14726
1457,PB,25.0,16706.0,Teixeira,15161
1458,PB,25.0,16755.0,Tenório,3058
1459,PB,25.0,16805.0,Triunfo,9455
1460,PB,25.0,16904.0,Uiraúna,15242
1461,PB,25.0,17001.0,Umbuzeiro,9907
1462,PB,25.0,17100.0,Várzea,2810
1463,PB,25.0,17209.0,Vieirópolis,5348
1464,PB,25.0,17407.0,Zabelê,2240
1465,PE,26.0,54.0,Abreu e Lima,99990
1466,PE,26.0,104.0,Afogados da Ingazeira,37259
1467,PE,26.0,203.0,Afrânio,19635
1468,PE,26.0,302.0,Agrestina,24885
1469,PE,26.0,401.0,Água Preta,36771
1470,PE,26.0,500.0,Águas Belas,43443
1471,PE,26.0,609.0,Alagoinha,14636
1472,PE,26.0,708.0,Aliança,38386
1473,PE,26.0,807.0,Altinho,22972
1474,PE,26.0,906.0,Amaraji,22829
1475,PE,26.0,1003.0,Angelim,11150
1476,PE,26.0,1052.0,Araçoiaba,20524
1477,PE,26.0,1102.0,Araripina,84418
1478,PE,26.0,1201.0,Arcoverde,74338
1479,PE,26.0,1300.0,Barra de Guabiraba,14385
1480,PE,26.0,1409.0,Barreiros,42659
1481,PE,26.0,1508.0,Belém de Maria,12073
1482,PE,26.0,1607.0,Belém do São Francisco,20729
1483,PE,26.0,1706.0,Belo Jardim,76439
1484,PE,26.0,1805.0,Betânia,12719
1485,PE,26.0,1904.0,Bezerros,60798
1486,PE,26.0,2001.0,Bodocó,38146
1487,PE,26.0,2100.0,Bom Conselho,48554
1488,PE,26.0,2209.0,Bom Jardim,39184
1489,PE,26.0,2308.0,Bonito,38134
1490,PE,26.0,2407.0,Brejão,8993
1491,PE,26.0,2506.0,Brejinho,7487
1492,PE,26.0,2605.0,Brejo da Madre de Deus,50742
1493,PE,26.0,2704.0,Buenos Aires,13155
1494,PE,26.0,2803.0,Buíque,58378
1495,PE,26.0,2902.0,Cabo de Santo Agostinho,207048
1496,PE,26.0,3009.0,Cabrobó,34221
1497,PE,26.0,3108.0,Cachoeirinha,20380
1498,PE,26.0,3207.0,Caetés,28739
1499,PE,26.0,3306.0,Calçado,11053
1500,PE,26.0,3405.0,Calumbi,5750
1501,PE,26.0,3454.0,Camaragibe,157828
1502,PE,26.0,3504.0,Camocim de São Félix,18765
1503,PE,26.0,3603.0,Camutanga,8551
1504,PE,26.0,3702.0,Canhotinho,24804
1505,PE,26.0,3801.0,Capoeiras,20048
1506,PE,26.0,3900.0,Carnaíba,19551
1507,PE,26.0,3926.0,Carnaubeira da Penha,12932
1508,PE,26.0,4007.0,Carpina,83641
1509,PE,26.0,4106.0,Caruaru,361118
1510,PE,26.0,4155.0,Casinhas,14341
1511,PE,26.0,4205.0,Catende,42892
1512,PE,26.0,4304.0,Cedro,11807
1513,PE,26.0,4403.0,Chã de Alegria,13518
1514,PE,26.0,4502.0,Chã Grande,21698
1515,PE,26.0,4601.0,Condado,26421
1516,PE,26.0,4700.0,Correntes,18207
1517,PE,26.0,4809.0,Cortês,12578
1518,PE,26.0,4908.0,Cumaru,10906
1519,PE,26.0,5004.0,Cupira,24107
1520,PE,26.0,5103.0,Custódia,37111
1521,PE,26.0,5152.0,Dormentes,18908
1522,PE,26.0,5202.0,Escada,68875
1523,PE,26.0,5301.0,Exu,31825
1524,PE,26.0,5400.0,Feira Nova,22131
1525,PE,26.0,5459.0,Fernando de Noronha,3061
1526,PE,26.0,5509.0,Ferreiros,12123
1527,PE,26.0,5608.0,Flores,22624
1528,PE,26.0,5707.0,Floresta,32873
1529,PE,26.0,5806.0,Frei Miguelinho,15457
1530,PE,26.0,5905.0,Gameleira,31052
1531,PE,26.0,6002.0,Garanhuns,139788
1532,PE,26.0,6101.0,Glória do Goitá,30604
1533,PE,26.0,6200.0,Goiana,79758
1534,PE,26.0,6309.0,Granito,7486
1535,PE,26.0,6408.0,Gravatá,84074
1536,PE,26.0,6507.0,Iati,19197
1537,PE,26.0,6606.0,Ibimirim,29235
1538,PE,26.0,6705.0,Ibirajuba,7762
1539,PE,26.0,6804.0,Igarassu,117019
1540,PE,26.0,6903.0,Iguaracy,12228
1541,PE,26.0,7000.0,Inajá,23247
1542,PE,26.0,7109.0,Ingazeira,4548
1543,PE,26.0,7208.0,Ipojuca,96204
1544,PE,26.0,7307.0,Ipubi,30854
1545,PE,26.0,7406.0,Itacuruba,4918
1546,PE,26.0,7505.0,Itaíba,26349
1547,PE,26.0,7604.0,Ilha de Itamaracá,26258
1548,PE,26.0,7653.0,Itambé,36447
1549,PE,26.0,7703.0,Itapetim,13616
1550,PE,26.0,7752.0,Itapissuma,26651
1551,PE,26.0,7802.0,Itaquitinga,16955
1552,PE,26.0,7901.0,Jaboatão dos Guararapes,702298
1553,PE,26.0,7950.0,Jaqueira,11656
1554,PE,26.0,8008.0,Jataúba,17150
1555,PE,26.0,8057.0,Jatobá,14796
1556,PE,26.0,8107.0,João Alfredo,33822
1557,PE,26.0,8206.0,Joaquim Nabuco,16023
1558,PE,26.0,8255.0,Jucati,11424
1559,PE,26.0,8305.0,Jupi,14836
1560,PE,26.0,8404.0,Jurema,15378
1561,PE,26.0,8453.0,Lagoa do Carro,18071
1562,PE,26.0,8503.0,Lagoa de Itaenga,21429
1563,PE,26.0,8602.0,Lagoa do Ouro,13145
1564,PE,26.0,8701.0,Lagoa dos Gatos,16290
1565,PE,26.0,8750.0,Lagoa Grande,25601
1566,PE,26.0,8800.0,Lajedo,40288
1567,PE,26.0,8909.0,Limoeiro,56250
1568,PE,26.0,9006.0,Macaparana,25376
1569,PE,26.0,9105.0,Machados,16088
1570,PE,26.0,9154.0,Manari,21434
1571,PE,26.0,9204.0,Maraial,11345
1572,PE,26.0,9303.0,Mirandiba,15390
1573,PE,26.0,9402.0,Moreno,62784
1574,PE,26.0,9501.0,Nazaré da Mata,32471
1575,PE,26.0,9600.0,Olinda,392482
1576,PE,26.0,9709.0,Orobó,23884
1577,PE,26.0,9808.0,Orocó,14991
1578,PE,26.0,9907.0,Ouricuri,69459
1579,PE,26.0,10004.0,Palmares,63250
1580,PE,26.0,10103.0,Palmeirina,7693
1581,PE,26.0,10202.0,Panelas,26474
1582,PE,26.0,10301.0,Paranatama,11523
1583,PE,26.0,10400.0,Parnamirim,22010
1584,PE,26.0,10509.0,Passira,28933
1585,PE,26.0,10608.0,Paudalho,56506
1586,PE,26.0,10707.0,Paulista,331774
1587,PE,26.0,10806.0,Pedra,22617
1588,PE,26.0,10905.0,Pesqueira,67395
1589,PE,26.0,11002.0,Petrolândia,36548
1590,PE,26.0,11101.0,Petrolina,349145
1591,PE,26.0,11200.0,Poção,11302
1592,PE,26.0,11309.0,Pombos,27091
1593,PE,26.0,11408.0,Primavera,14966
1594,PE,26.0,11507.0,Quipapá,26037
1595,PE,26.0,11533.0,Quixaba,6813
1596,PE,26.0,11606.0,Recife,1645727
1597,PE,26.0,11705.0,Riacho das Almas,20546
1598,PE,26.0,11804.0,Ribeirão,47415
1599,PE,26.0,11903.0,Rio Formoso,23535
1600,PE,26.0,12000.0,Sairé,9932
1601,PE,26.0,12109.0,Salgadinho,10919
1602,PE,26.0,12208.0,Salgueiro,60930
1603,PE,26.0,12307.0,Saloá,15843
1604,PE,26.0,12406.0,Sanharó,26462
1605,PE,26.0,12455.0,Santa Cruz,15398
1606,PE,26.0,12471.0,Santa Cruz da Baixa Verde,12592
1607,PE,26.0,12505.0,Santa Cruz do Capibaribe,107937
1608,PE,26.0,12554.0,Santa Filomena,14477
1609,PE,26.0,12604.0,Santa Maria da Boa Vista,41931
1610,PE,26.0,12703.0,Santa Maria do Cambucá,14137
1611,PE,26.0,12802.0,Santa Terezinha,11815
1612,PE,26.0,12901.0,São Benedito do Sul,15895
1613,PE,26.0,13008.0,São Bento do Una,59504
1614,PE,26.0,13107.0,São Caitano,37245
1615,PE,26.0,13206.0,São João,22793
1616,PE,26.0,13305.0,São Joaquim do Monte,21356
1617,PE,26.0,13404.0,São José da Coroa Grande,21298
1618,PE,26.0,13503.0,São José do Belmonte,33959
1619,PE,26.0,13602.0,São José do Egito,33951
1620,PE,26.0,13701.0,São Lourenço da Mata,113230
1621,PE,26.0,13800.0,São Vicente Ferrer,18018
1622,PE,26.0,13909.0,Serra Talhada,86350
1623,PE,26.0,14006.0,Serrita,19165
1624,PE,26.0,14105.0,Sertânia,35907
1625,PE,26.0,14204.0,Sirinhaém,45865
1626,PE,26.0,14303.0,Moreilândia,11270
1627,PE,26.0,14402.0,Solidão,6007
1628,PE,26.0,14501.0,Surubim,65089
1629,PE,26.0,14600.0,Tabira,28534
1630,PE,26.0,14709.0,Tacaimbó,12874
1631,PE,26.0,14808.0,Tacaratu,25765
1632,PE,26.0,14857.0,Tamandaré,23388
1633,PE,26.0,15003.0,Taquaritinga do Norte,28775
1634,PE,26.0,15102.0,Terezinha,7169
1635,PE,26.0,15201.0,Terra Nova,10096
1636,PE,26.0,15300.0,Timbaúba,53022
1637,PE,26.0,15409.0,Toritama,45219
1638,PE,26.0,15508.0,Tracunhaém,13769
1639,PE,26.0,15607.0,Trindade,30521
1640,PE,26.0,15706.0,Triunfo,15254
1641,PE,26.0,15805.0,Tupanatinga,27304
1642,PE,26.0,15904.0,Tuparetama,8202
1643,PE,26.0,16001.0,Venturosa,18482
1644,PE,26.0,16100.0,Verdejante,9534
1645,PE,26.0,16183.0,Vertente do Lério,7618
1646,PE,26.0,16209.0,Vertentes,20731
1647,PE,26.0,16308.0,Vicência,32643
1648,PE,26.0,16407.0,Vitória de Santo Antão,138757
1649,PE,26.0,16506.0,Xexéu,14725
1650,AL,27.0,102.0,Água Branca,20196
1651,AL,27.0,201.0,Anadia,17545
1652,AL,27.0,300.0,Arapiraca,231747
1653,AL,27.0,409.0,Atalaia,47185
1654,AL,27.0,508.0,Barra de Santo Antônio,15932
1655,AL,27.0,607.0,Barra de São Miguel,8322
1656,AL,27.0,706.0,Batalha,18232
1657,AL,27.0,805.0,Belém,4344
1658,AL,27.0,904.0,Belo Monte,6704
1659,AL,27.0,1001.0,Boca da Mata,27281
1660,AL,27.0,1100.0,Branquinha,10494
1661,AL,27.0,1209.0,Cacimbinhas,10858
1662,AL,27.0,1308.0,Cajueiro,21264
1663,AL,27.0,1357.0,Campestre,6936
1664,AL,27.0,1407.0,Campo Alegre,57063
1665,AL,27.0,1506.0,Campo Grande,9558
1666,AL,27.0,1605.0,Canapi,17722
1667,AL,27.0,1704.0,Capela,17053
1668,AL,27.0,1803.0,Carneiros,9081
1669,AL,27.0,1902.0,Chã Preta,7311
1670,AL,27.0,2009.0,Coité do Nóia,10693
1671,AL,27.0,2108.0,Colônia Leopoldina,21698
1672,AL,27.0,2207.0,Coqueiro Seco,5845
1673,AL,27.0,2306.0,Coruripe,56933
1674,AL,27.0,2355.0,Craíbas,24219
1675,AL,27.0,2405.0,Delmiro Gouveia,52016
1676,AL,27.0,2504.0,Dois Riachos,11075
1677,AL,27.0,2553.0,Estrela de Alagoas,18205
1678,AL,27.0,2603.0,Feira Grande,22166
1679,AL,27.0,2702.0,Feliz Deserto,4754
1680,AL,27.0,2801.0,Flexeiras,12790
1681,AL,27.0,2900.0,Girau do Ponciano,40917
1682,AL,27.0,3007.0,Ibateguara,15616
1683,AL,27.0,3106.0,Igaci,25631
1684,AL,27.0,3205.0,Igreja Nova,24499
1685,AL,27.0,3304.0,Inhapi,18385
1686,AL,27.0,3403.0,Jacaré dos Homens,5253
1687,AL,27.0,3502.0,Jacuípe,7021
1688,AL,27.0,3601.0,Japaratinga,8361
1689,AL,27.0,3700.0,Jaramataia,5770
1690,AL,27.0,3759.0,Jequiá da Praia,11580
1691,AL,27.0,3809.0,Joaquim Gomes,23993
1692,AL,27.0,3908.0,Jundiá,4155
1693,AL,27.0,4005.0,Junqueiro,24727
1694,AL,27.0,4104.0,Lagoa da Canoa,17852
1695,AL,27.0,4203.0,Limoeiro de Anadia,28635
1696,AL,27.0,4302.0,Maceió,1018948
1697,AL,27.0,4401.0,Major Isidoro,19804
1698,AL,27.0,4500.0,Maragogi,32704
1699,AL,27.0,4609.0,Maravilha,9163
1700,AL,27.0,4708.0,Marechal Deodoro,51901
1701,AL,27.0,4807.0,Maribondo,13264
1702,AL,27.0,4906.0,Mar Vermelho,3514
1703,AL,27.0,5002.0,Mata Grande,25216
1704,AL,27.0,5101.0,Matriz de Camaragibe,24642
1705,AL,27.0,5200.0,Messias,17856
1706,AL,27.0,5309.0,Minador do Negrão,5329
1707,AL,27.0,5408.0,Monteirópolis,7159
1708,AL,27.0,5507.0,Murici,28236
1709,AL,27.0,5606.0,Novo Lino,12690
1710,AL,27.0,5705.0,Olho d'Água das Flores,21688
1711,AL,27.0,5804.0,Olho d'Água do Casado,9373
1712,AL,27.0,5903.0,Olho d'Água Grande,5123
1713,AL,27.0,6000.0,Olivença,11624
1714,AL,27.0,6109.0,Ouro Branco,11496
1715,AL,27.0,6208.0,Palestina,5011
1716,AL,27.0,6307.0,Palmeira dos Índios,73218
1717,AL,27.0,6406.0,Pão de Açúcar,24399
1718,AL,27.0,6422.0,Pariconha,10533
1719,AL,27.0,6448.0,Paripueira,13176
1720,AL,27.0,6505.0,Passo de Camaragibe,15245
1721,AL,27.0,6604.0,Paulo Jacinto,7564
1722,AL,27.0,6703.0,Penedo,63683
1723,AL,27.0,6802.0,Piaçabuçu,17827
1724,AL,27.0,6901.0,Pilar,35111
1725,AL,27.0,7008.0,Pindoba,2908
1726,AL,27.0,7107.0,Piranhas,25039
1727,AL,27.0,7206.0,Poço das Trincheiras,14386
1728,AL,27.0,7305.0,Porto Calvo,27165
1729,AL,27.0,7404.0,Porto de Pedras,7786
1730,AL,27.0,7503.0,Porto Real do Colégio,20066
1731,AL,27.0,7602.0,Quebrangulo,11294
1732,AL,27.0,7701.0,Rio Largo,75120
1733,AL,27.0,7800.0,Roteiro,6664
1734,AL,27.0,7909.0,Santa Luzia do Norte,7296
1735,AL,27.0,8006.0,Santana do Ipanema,47654
