,UF,COD. UF,COD. MUNIC,NOME DO MUNICÍPIO,POPULAÇÃO ESTIMADA
2933,MG,31.0,59209.0,Santa Rita de Caldas,8949
2934,MG,31.0,59308.0,Santa Rita de Jacutinga,4884
2935,MG,31.0,59357.0,Santa Rita de Minas,7212
2936,MG,31.0,59407.0,Santa Rita de Ibitipoca,3425
2937,MG,31.0,59506.0,Santa Rita do Itueto,5489
2938,MG,31.0,59605.0,Santa Rita do Sapucaí,43260
2939,MG,31.0,59704.0,Santa Rosa da Serra,3350
2940,MG,31.0,59803.0,Santa Vitória,19742
2941,MG,31.0,59902.0,Santo Antônio do Amparo,18525
2942,MG,31.0,60009.0,Santo Antônio do Aventureiro,3602
2943,MG,31.0,60108.0,Santo Antônio do Grama,3911
2944,MG,31.0,60207.0,Santo Antônio do Itambé,3838
2945,MG,31.0,60306.0,Santo Antônio do Jacinto,11640
2946,MG,31.0,60405.0,Santo Antônio do Monte,28243
2947,MG,31.0,60454.0,Santo Antônio do Retiro,7277
2948,MG,31.0,60504.0,Santo Antônio do Rio Abaixo,1765
2949,MG,31.0,60603.0,Santo Hipólito,3087
2950,MG,31.0,60702.0,Santos Dumont,46487
2951,MG,31.0,60801.0,São Bento Abade,5286
2952,MG,31.0,60900.0,São Brás do Suaçuí,3738
2953,MG,31.0,60959.0,São Domingos das Dores,5644
2954,MG,31.0,61007.0,São Domingos do Prata,17359
2955,MG,31.0,61056.0,São Félix de Minas,3369
2956,MG,31.0,61106.0,São Francisco,56323
2957,MG,31.0,61205.0,São Francisco de Paula,6527
2958,MG,31.0,61304.0,São Francisco de Sales,6238
2959,MG,31.0,61403.0,São Francisco do Glória,4844
2960,MG,31.0,61502.0,São Geraldo,12366
2961,MG,31.0,61601.0,São Geraldo da Piedade,3962
2962,MG,31.0,61650.0,São Geraldo do Baixio,4012
2963,MG,31.0,61700.0,São Gonçalo do Abaeté,8389
2964,MG,31.0,61809.0,São Gonçalo do Pará,12411
2965,MG,31.0,61908.0,São Gonçalo do Rio Abaixo,10920
2966,MG,31.0,62005.0,São Gonçalo do Sapucaí,25449
2967,MG,31.0,62104.0,São Gotardo,35469
2968,MG,31.0,62203.0,São João Batista do Glória,7453
2969,MG,31.0,62252.0,São João da Lagoa,4915
2970,MG,31.0,62302.0,São João da Mata,2749
2971,MG,31.0,62401.0,São João da Ponte,25165
2972,MG,31.0,62450.0,São João das Missões,13014
2973,MG,31.0,62500.0,São João del Rei,90082
2974,MG,31.0,62559.0,São João do Manhuaçu,11559
2975,MG,31.0,62575.0,São João do Manteninha,5859
2976,MG,31.0,62609.0,São João do Oriente,7498
2977,MG,31.0,62658.0,São João do Pacuí,4419
2978,MG,31.0,62708.0,São João do Paraíso,23618
2979,MG,31.0,62807.0,São João Evangelista,15774
2980,MG,31.0,62906.0,São João Nepomuceno,26361
2981,MG,31.0,62922.0,São Joaquim de Bicas,31578
2982,MG,31.0,62948.0,São José da Barra,7426
2983,MG,31.0,62955.0,São José da Lapa,23766
2984,MG,31.0,63003.0,São José da Safira,4268
2985,MG,31.0,63102.0,São José da Varginha,5004
2986,MG,31.0,63201.0,São José do Alegre,4196
2987,MG,31.0,63300.0,São José do Divino,3860
2988,MG,31.0,63409.0,São José do Goiabal,5420
2989,MG,31.0,63508.0,São José do Jacuri,6453
2990,MG,31.0,63607.0,São José do Mantimento,2791
2991,MG,31.0,63706.0,São Lourenço,45851
2992,MG,31.0,63805.0,São Miguel do Anta,6938
2993,MG,31.0,63904.0,São Pedro da União,4659
2994,MG,31.0,64001.0,São Pedro dos Ferros,7781
2995,MG,31.0,64100.0,São Pedro do Suaçuí,5246
2996,MG,31.0,64209.0,São Romão,12337
2997,MG,31.0,64308.0,São Roque de Minas,7051
2998,MG,31.0,64407.0,São Sebastião da Bela Vista,5504
2999,MG,31.0,64431.0,São Sebastião da Vargem Alegre,3007
3000,MG,31.0,64472.0,São Sebastião do Anta,6555
3001,MG,31.0,64506.0,São Sebastião do Maranhão,10044
3002,MG,31.0,64605.0,São Sebastião do Oeste,6775
3003,MG,31.0,64704.0,São Sebastião do Paraíso,70956
3004,MG,31.0,64803.0,São Sebastião do Rio Preto,1506
3005,MG,31.0,64902.0,São Sebastião do Rio Verde,2241
3006,MG,31.0,65008.0,São Tiago,10941
3007,MG,31.0,65107.0,São Tomás de Aquino,7021
3008,MG,31.0,65206.0,São Thomé das Letras,7089
3009,MG,31.0,65305.0,São Vicente de Minas,7753
3010,MG,31.0,65404.0,Sapucaí-Mirim,6930
3011,MG,31.0,65503.0,Sardoá,6300
3012,MG,31.0,65537.0,Sarzedo,32752
3013,MG,31.0,65552.0,Setubinha,12258
3014,MG,31.0,65560.0,Sem-Peixe,2633
3015,MG,31.0,65578.0,Senador Amaral,5356
3016,MG,31.0,65602.0,Senador Cortes,2005
3017,MG,31.0,65701.0,Senador Firmino,7812
3018,MG,31.0,65800.0,Senador José Bento,1502
3019,MG,31.0,65909.0,Senador Modestino Gonçalves,4156
3020,MG,31.0,66006.0,Senhora de Oliveira,5786
3021,MG,31.0,66105.0,Senhora do Porto,3523
3022,MG,31.0,66204.0,Senhora dos Remédios,10459
3023,MG,31.0,66303.0,Sericita,7326
3024,MG,31.0,66402.0,Seritinga,1851
3025,MG,31.0,66501.0,Serra Azul de Minas,4293
3026,MG,31.0,66600.0,Serra da Saudade,781
3027,MG,31.0,66709.0,Serra dos Aimorés,8699
3028,MG,31.0,66808.0,Serra do Salitre,11582
3029,MG,31.0,66907.0,Serrania,7669
3030,MG,31.0,66956.0,Serranópolis de Minas,4781
3031,MG,31.0,67004.0,Serranos,1963
3032,MG,31.0,67103.0,Serro,20966
3033,MG,31.0,67202.0,Sete Lagoas,239639
3034,MG,31.0,67301.0,Silveirânia,2261
3035,MG,31.0,67400.0,Silvianópolis,6238
3036,MG,31.0,67509.0,Simão Pereira,2615
3037,MG,31.0,67608.0,Simonésia,19633
3038,MG,31.0,67707.0,Sobrália,5553
3039,MG,31.0,67806.0,Soledade de Minas,6151
3040,MG,31.0,67905.0,Tabuleiro,3750
3041,MG,31.0,68002.0,Taiobeiras,34132
3042,MG,31.0,68051.0,Taparuba,3110
3043,MG,31.0,68101.0,Tapira,4773
3044,MG,31.0,68200.0,Tapiraí,1875
3045,MG,31.0,68309.0,Taquaraçu de Minas,4077
3046,MG,31.0,68408.0,Tarumirim,14326
3047,MG,31.0,68507.0,Teixeiras,11661
3048,MG,31.0,68606.0,Teófilo Otoni,140592
3049,MG,31.0,68705.0,Timóteo,89842
3050,MG,31.0,68804.0,Tiradentes,7981
3051,MG,31.0,68903.0,Tiros,6480
3052,MG,31.0,69000.0,Tocantins,16659
3053,MG,31.0,69059.0,Tocos do Moji,4101
3054,MG,31.0,69109.0,Toledo,6258
3055,MG,31.0,69208.0,Tombos,8022
3056,MG,31.0,69307.0,Três Corações,79482
3057,MG,31.0,69356.0,Três Marias,32356
3058,MG,31.0,69406.0,Três Pontas,56746
3059,MG,31.0,69505.0,Tumiritinga,6732
3060,MG,31.0,69604.0,Tupaciguara,25327
3061,MG,31.0,69703.0,Turmalina,19964
3062,MG,31.0,69802.0,Turvolândia,5040
3063,MG,31.0,69901.0,Ubá,115552
3064,MG,31.0,70008.0,Ubaí,12533
3065,MG,31.0,70057.0,Ubaporanga,12471
3066,MG,31.0,70107.0,Uberaba,333783
3067,MG,31.0,70206.0,Uberlândia,691305
3068,MG,31.0,70305.0,Umburatiba,2611
3069,MG,31.0,70404.0,Unaí,84378
3070,MG,31.0,70438.0,União de Minas,4304
3071,MG,31.0,70479.0,Uruana de Minas,3264
3072,MG,31.0,70503.0,Urucânia,10358
3073,MG,31.0,70529.0,Urucuia,16865
3074,MG,31.0,70578.0,Vargem Alegre,6480
3075,MG,31.0,70602.0,Vargem Bonita,2153
3076,MG,31.0,70651.0,Vargem Grande do Rio Pardo,5007
3077,MG,31.0,70701.0,Varginha,135558
3078,MG,31.0,70750.0,Varjão de Minas,7036
3079,MG,31.0,70800.0,Várzea da Palma,39493
3080,MG,31.0,70909.0,Varzelândia,19320
3081,MG,31.0,71006.0,Vazante,20590
3082,MG,31.0,71030.0,Verdelândia,9355
3083,MG,31.0,71071.0,Veredinha,5720
3084,MG,31.0,71105.0,Veríssimo,3999
3085,MG,31.0,71154.0,Vermelho Novo,4839
3086,MG,31.0,71204.0,Vespasiano,127601
3087,MG,31.0,71303.0,Viçosa,78846
3088,MG,31.0,71402.0,Vieiras,3608
3089,MG,31.0,71501.0,Mathias Lobato,3203
3090,MG,31.0,71600.0,Virgem da Lapa,13752
3091,MG,31.0,71709.0,Virgínia,8674
3092,MG,31.0,71808.0,Virginópolis,10510
3093,MG,31.0,71907.0,Virgolândia,5380
3094,MG,31.0,72004.0,Visconde do Rio Branco,42564
3095,MG,31.0,72103.0,Volta Grande,5252
3096,MG,31.0,72202.0,Wenceslau Braz,2552
3097,ES,32.0,102.0,Afonso Cláudio,30586
3098,ES,32.0,136.0,Águia Branca,9642
3099,ES,32.0,169.0,Água Doce do Norte,11019
3100,ES,32.0,201.0,Alegre,30084
3101,ES,32.0,300.0,Alfredo Chaves,14601
3102,ES,32.0,359.0,Alto Rio Novo,7836
3103,ES,32.0,409.0,Anchieta,29263
3104,ES,32.0,508.0,Apiacá,7567
3105,ES,32.0,607.0,Aracruz,101220
3106,ES,32.0,706.0,Atilio Vivacqua,11936
3107,ES,32.0,805.0,Baixo Guandu,30998
3108,ES,32.0,904.0,Barra de São Francisco,44650
3109,ES,32.0,1001.0,Boa Esperança,15037
3110,ES,32.0,1100.0,Bom Jesus do Norte,9936
3111,ES,32.0,1159.0,Brejetuba,12404
3112,ES,32.0,1209.0,Cachoeiro de Itapemirim,208972
3113,ES,32.0,1308.0,Cariacica,381285
3114,ES,32.0,1407.0,Castelo,37534
3115,ES,32.0,1506.0,Colatina,122499
3116,ES,32.0,1605.0,Conceição da Barra,31063
3117,ES,32.0,1704.0,Conceição do Castelo,12723
3118,ES,32.0,1803.0,Divino de São Lourenço,4304
3119,ES,32.0,1902.0,Domingos Martins,33850
3120,ES,32.0,2009.0,Dores do Rio Preto,6749
3121,ES,32.0,2108.0,Ecoporanga,22923
3122,ES,32.0,2207.0,Fundão,21509
3123,ES,32.0,2256.0,Governador Lindenberg,12709
3124,ES,32.0,2306.0,Guaçuí,30867
3125,ES,32.0,2405.0,Guarapari,124859
3126,ES,32.0,2454.0,Ibatiba,26082
3127,ES,32.0,2504.0,Ibiraçu,12479
3128,ES,32.0,2553.0,Ibitirama,8889
3129,ES,32.0,2603.0,Iconha,13860
3130,ES,32.0,2652.0,Irupi,13377
3131,ES,32.0,2702.0,Itaguaçu,14066
3132,ES,32.0,2801.0,Itapemirim,34348
3133,ES,32.0,2900.0,Itarana,10555
3134,ES,32.0,3007.0,Iúna,29161
3135,ES,32.0,3056.0,Jaguaré,30477
3136,ES,32.0,3106.0,Jerônimo Monteiro,12192
3137,ES,32.0,3130.0,João Neiva,16668
3138,ES,32.0,3163.0,Laranja da Terra,10947
3139,ES,32.0,3205.0,Linhares,173555
3140,ES,32.0,3304.0,Mantenópolis,15350
3141,ES,32.0,3320.0,Marataízes,38499
3142,ES,32.0,3346.0,Marechal Floriano,16694
3143,ES,32.0,3353.0,Marilândia,12833
3144,ES,32.0,3403.0,Mimoso do Sul,26153
3145,ES,32.0,3502.0,Montanha,18833
3146,ES,32.0,3601.0,Mucurici,5524
3147,ES,32.0,3700.0,Muniz Freire,17465
3148,ES,32.0,3809.0,Muqui,15449
3149,ES,32.0,3908.0,Nova Venécia,50110
3150,ES,32.0,4005.0,Pancas,23184
3151,ES,32.0,4054.0,Pedro Canário,26184
3152,ES,32.0,4104.0,Pinheiros,27047
3153,ES,32.0,4203.0,Piúma,21711
3154,ES,32.0,4252.0,Ponto Belo,7863
3155,ES,32.0,4302.0,Presidente Kennedy,11574
3156,ES,32.0,4351.0,Rio Bananal,19141
3157,ES,32.0,4401.0,Rio Novo do Sul,11622
3158,ES,32.0,4500.0,Santa Leopoldina,12224
3159,ES,32.0,4559.0,Santa Maria de Jetibá,40431
3160,ES,32.0,4609.0,Santa Teresa,23590
3161,ES,32.0,4658.0,São Domingos do Norte,8638
3162,ES,32.0,4708.0,São Gabriel da Palha,37947
3163,ES,32.0,4807.0,São José do Calçado,10556
3164,ES,32.0,4906.0,São Mateus,130611
3165,ES,32.0,4955.0,São Roque do Canaã,12415
3166,ES,32.0,5002.0,Serra,517510
3167,ES,32.0,5010.0,Sooretama,30070
3168,ES,32.0,5036.0,Vargem Alta,21402
3169,ES,32.0,5069.0,Venda Nova do Imigrante,25277
3170,ES,32.0,5101.0,Viana,78239
3171,ES,32.0,5150.0,Vila Pavão,9208
3172,ES,32.0,5176.0,Vila Valério,14080
3173,ES,32.0,5200.0,Vila Velha,493838
3174,ES,32.0,5309.0,Vitória,362097
3175,RJ,33.0,100.0,Angra dos Reis,203785
3176,RJ,33.0,159.0,Aperibé,11759
3177,RJ,33.0,209.0,Araruama,132400
3178,RJ,33.0,225.0,Areal,12572
3179,RJ,33.0,233.0,Armação dos Búzios,40532
3180,RJ,33.0,258.0,Arraial do Cabo,30349
3181,RJ,33.0,308.0,Barra do Piraí,100374
3182,RJ,33.0,407.0,Barra Mansa,184412
3183,RJ,33.0,456.0,Belford Roxo,510906
3184,RJ,33.0,506.0,Bom Jardim,27446
3185,RJ,33.0,605.0,Bom Jesus do Itabapoana,37096
3186,RJ,33.0,704.0,Cabo Frio,219863
3187,RJ,33.0,803.0,Cachoeiras de Macacu,58937
3188,RJ,33.0,902.0,Cambuci,15505
3189,RJ,33.0,936.0,Carapebus,16301
3190,RJ,33.0,951.0,Comendador Levy Gasparian,8561
3191,RJ,33.0,1009.0,Campos dos Goytacazes,507548
3192,RJ,33.0,1108.0,Cantagalo,20172
3193,RJ,33.0,1157.0,Cardoso Moreira,12823
3194,RJ,33.0,1207.0,Carmo,18895
3195,RJ,33.0,1306.0,Casimiro de Abreu,44184
3196,RJ,33.0,1405.0,Conceição de Macabu,23228
3197,RJ,33.0,1504.0,Cordeiro,21926
3198,RJ,33.0,1603.0,Duas Barras,11492
3199,RJ,33.0,1702.0,Duque de Caxias,919596
3200,RJ,33.0,1801.0,Engenheiro Paulo de Frontin,14002
3201,RJ,33.0,1850.0,Guapimirim,60517
3202,RJ,33.0,1876.0,Iguaba Grande,28310
3203,RJ,33.0,1900.0,Itaboraí,240592
3204,RJ,33.0,2007.0,Itaguaí,133019
3205,RJ,33.0,2056.0,Italva,15207
3206,RJ,33.0,2106.0,Itaocara,23234
3207,RJ,33.0,2205.0,Itaperuna,103224
3208,RJ,33.0,2254.0,Itatiaia,31805
3209,RJ,33.0,2270.0,Japeri,104768
3210,RJ,33.0,2304.0,Laje do Muriaé,7355
3211,RJ,33.0,2403.0,Macaé,256672
3212,RJ,33.0,2452.0,Macuco,5599
3213,RJ,33.0,2502.0,Magé,245071
3214,RJ,33.0,2601.0,Mangaratiba,44468
3215,RJ,33.0,2700.0,Maricá,161207
3216,RJ,33.0,2809.0,Mendes,18614
3217,RJ,33.0,2858.0,Mesquita,176103
3218,RJ,33.0,2908.0,Miguel Pereira,25538
3219,RJ,33.0,3005.0,Miracema,27174
3220,RJ,33.0,3104.0,Natividade,15317
3221,RJ,33.0,3203.0,Nilópolis,162485
3222,RJ,33.0,3302.0,Niterói,513584
3223,RJ,33.0,3401.0,Nova Friburgo,190631
3224,RJ,33.0,3500.0,Nova Iguaçu,821128
3225,RJ,33.0,3609.0,Paracambi,52257
3226,RJ,33.0,3708.0,Paraíba do Sul,44285
3227,RJ,33.0,3807.0,Paraty,43165
3228,RJ,33.0,3856.0,Paty do Alferes,27769
3229,RJ,33.0,3906.0,Petrópolis,306191
3230,RJ,33.0,3955.0,Pinheiral,25156
3231,RJ,33.0,4003.0,Piraí,29277
3232,RJ,33.0,4102.0,Porciúncula,18847
3233,RJ,33.0,4110.0,Porto Real,19683
3234,RJ,33.0,4128.0,Quatis,14302
3235,RJ,33.0,4144.0,Queimados,150319
3236,RJ,33.0,4151.0,Quissamã,24700
3237,RJ,33.0,4201.0,Resende,131341
3238,RJ,33.0,4300.0,Rio Bonito,60201
3239,RJ,33.0,4409.0,Rio Claro,18529
3240,RJ,33.0,4508.0,Rio das Flores,9284
3241,RJ,33.0,4524.0,Rio das Ostras,150674
3242,RJ,33.0,4557.0,Rio de Janeiro,6718903
3243,RJ,33.0,4607.0,Santa Maria Madalena,10404
3244,RJ,33.0,4706.0,Santo Antônio de Pádua,42479
3245,RJ,33.0,4755.0,São Francisco de Itabapoana,42205
3246,RJ,33.0,4805.0,São Fidélis,38669
3247,RJ,33.0,4904.0,São Gonçalo,1084839
3248,RJ,33.0,5000.0,São João da Barra,36102
3249,RJ,33.0,5109.0,São João de Meriti,472406
3250,RJ,33.0,5133.0,São José de Ubá,7171
3251,RJ,33.0,5158.0,São José do Vale do Rio Preto,21795
3252,RJ,33.0,5208.0,São Pedro da Aldeia,104476
3253,RJ,33.0,5307.0,São Sebastião do Alto,9357
3254,RJ,33.0,5406.0,Sapucaia,18228
3255,RJ,33.0,5505.0,Saquarema,89170
3256,RJ,33.0,5554.0,Seropédica,82312
3257,RJ,33.0,5604.0,Silva Jardim,21774
3258,RJ,33.0,5703.0,Sumidouro,15623
3259,RJ,33.0,5752.0,Tanguá,34309
3260,RJ,33.0,5802.0,Teresópolis,182594
3261,RJ,33.0,5901.0,Trajano de Moraes,10626
3262,RJ,33.0,6008.0,Três Rios,81804
3263,RJ,33.0,6107.0,Valença,76523
3264,RJ,33.0,6156.0,Varre-Sai,11000
3265,RJ,33.0,6206.0,Vassouras,36896
3266,RJ,33.0,6305.0,Volta Redonda,273012
3267,SP,35.0,105.0,Adamantina,35068
3268,SP,35.0,204.0,Adolfo,3562
3269,SP,35.0,303.0,Aguaí,36305
3270,SP,35.0,402.0,Águas da Prata,8180
3271,SP,35.0,501.0,Águas de Lindóia,18705
3272,SP,35.0,550.0,Águas de Santa Bárbara,6075
3273,SP,35.0,600.0,Águas de São Pedro,3451
3274,SP,35.0,709.0,Agudos,37214
3275,SP,35.0,758.0,Alambari,6025
3276,SP,35.0,808.0,Alfredo Marcondes,4166
3277,SP,35.0,907.0,Altair,4160
3278,SP,35.0,1004.0,Altinópolis,16184
3279,SP,35.0,1103.0,Alto Alegre,4099
3280,SP,35.0,1152.0,Alumínio,18628
3281,SP,35.0,1202.0,Álvares Florence,3679
3282,SP,35.0,1301.0,Álvares Machado,24915
3283,SP,35.0,1400.0,Álvaro de Carvalho,5227
3284,SP,35.0,1509.0,Alvinlândia,3222
3285,SP,35.0,1608.0,Americana,239597
3286,SP,35.0,1707.0,Américo Brasiliense,40504
3287,SP,35.0,1806.0,Américo de Campos,5969
3288,SP,35.0,1905.0,Amparo,72195
3289,SP,35.0,2002.0,Analândia,4995
3290,SP,35.0,2101.0,Andradina,57157
3291,SP,35.0,2200.0,Angatuba,25228
3292,SP,35.0,2309.0,Anhembi,6724
3293,SP,35.0,2408.0,Anhumas,4115
3294,SP,35.0,2507.0,Aparecida,36157
3295,SP,35.0,2606.0,Aparecida d'Oeste,4196
3296,SP,35.0,2705.0,Apiaí,24374
3297,SP,35.0,2754.0,Araçariguama,22364
3298,SP,35.0,2804.0,Araçatuba,197016
3299,SP,35.0,2903.0,Araçoiaba da Serra,34146
3300,SP,35.0,3000.0,Aramina,5620
3301,SP,35.0,3109.0,Arandu,6357
3302,SP,35.0,3158.0,Arapeí,2469
3303,SP,35.0,3208.0,Araraquara,236072
3304,SP,35.0,3307.0,Araras,134236
3305,SP,35.0,3356.0,Arco-Íris,1791
3306,SP,35.0,3406.0,Arealva,8560
3307,SP,35.0,3505.0,Areias,3886
3308,SP,35.0,3604.0,Areiópolis,11129
3309,SP,35.0,3703.0,Ariranha,9668
3310,SP,35.0,3802.0,Artur Nogueira,54408
3311,SP,35.0,3901.0,Arujá,89824
3312,SP,35.0,3950.0,Aspásia,1822
3313,SP,35.0,4008.0,Assis,104386
3314,SP,35.0,4107.0,Atibaia,142761
3315,SP,35.0,4206.0,Auriflama,15189
3316,SP,35.0,4305.0,Avaí,5403
3317,SP,35.0,4404.0,Avanhandava,13649
3318,SP,35.0,4503.0,Avaré,90655
3319,SP,35.0,4602.0,Bady Bassitt,17502
3320,SP,35.0,4701.0,Balbinos,5735
3321,SP,35.0,4800.0,Bálsamo,9068
3322,SP,35.0,4909.0,Bananal,10945
3323,SP,35.0,5005.0,Barão de Antonina,3469
3324,SP,35.0,5104.0,Barbosa,7402
3325,SP,35.0,5203.0,Bariri,35264
3326,SP,35.0,5302.0,Barra Bonita,36126
3327,SP,35.0,5351.0,Barra do Chapéu,5724
3328,SP,35.0,5401.0,Barra do Turvo,7659
3329,SP,35.0,5500.0,Barretos,122098
3330,SP,35.0,5609.0,Barrinha,32812
3331,SP,35.0,5708.0,Barueri,274182
3332,SP,35.0,5807.0,Bastos,20953
3333,SP,35.0,5906.0,Batatais,62508
3334,SP,35.0,6003.0,Bauru,376818
3335,SP,35.0,6102.0,Bebedouro,77496
3336,SP,35.0,6201.0,Bento de Abreu,2980
3337,SP,35.0,6300.0,Bernardino de Campos,11148
3338,SP,35.0,6359.0,Bertioga,63249
3339,SP,35.0,6409.0,Bilac,8034
3340,SP,35.0,6508.0,Birigui,123638
3341,SP,35.0,6607.0,Biritiba-Mirim,32598
3342,SP,35.0,6706.0,Boa Esperança do Sul,14923
3343,SP,35.0,6805.0,Bocaina,12329
3344,SP,35.0,6904.0,Bofete,11730
3345,SP,35.0,7001.0,Boituva,60997
3346,SP,35.0,7100.0,Bom Jesus dos Perdões,25448
3347,SP,35.0,7159.0,Bom Sucesso de Itararé,3954
3348,SP,35.0,7209.0,Borá,837
3349,SP,35.0,7308.0,Boracéia,4823
3350,SP,35.0,7407.0,Borborema,16046
3351,SP,35.0,7456.0,Borebi,2653
3352,SP,35.0,7506.0,Botucatu,146497
3353,SP,35.0,7605.0,Bragança Paulista,168668
3354,SP,35.0,7704.0,Braúna,5686
3355,SP,35.0,7753.0,Brejo Alegre,2865
3356,SP,35.0,7803.0,Brodowski,24939
3357,SP,35.0,7902.0,Brotas,24403
3358,SP,35.0,8009.0,Buri,19878
3359,SP,35.0,8108.0,Buritama,17144
3360,SP,35.0,8207.0,Buritizal,4481
3361,SP,35.0,8306.0,Cabrália Paulista,4264
3362,SP,35.0,8405.0,Cabreúva,49707
3363,SP,35.0,8504.0,Caçapava,94263
3364,SP,35.0,8603.0,Cachoeira Paulista,33327
3365,SP,35.0,8702.0,Caconde,18985
3366,SP,35.0,8801.0,Cafelândia,17767
3367,SP,35.0,8900.0,Caiabu,4191
3368,SP,35.0,9007.0,Caieiras,101470
3369,SP,35.0,9106.0,Caiuá,5874
3370,SP,35.0,9205.0,Cajamar,76801
3371,SP,35.0,9254.0,Cajati,28549
3372,SP,35.0,9304.0,Cajobi,10542
3373,SP,35.0,9403.0,Cajuru,26167
3374,SP,35.0,9452.0,Campina do Monte Alegre,6024
3375,SP,35.0,9502.0,Campinas,1204073
3376,SP,35.0,9601.0,Campo Limpo Paulista,84650
3377,SP,35.0,9700.0,Campos do Jordão,52088
3378,SP,35.0,9809.0,Campos Novos Paulista,4965
3379,SP,35.0,9908.0,Cananéia,12540
3380,SP,35.0,9957.0,Canas,5138
3381,SP,35.0,10005.0,Cândido Mota,31280
3382,SP,35.0,10104.0,Cândido Rodrigues,2793
3383,SP,35.0,10153.0,Canitar,5216
3384,SP,35.0,10203.0,Capão Bonito,47138
3385,SP,35.0,10302.0,Capela do Alto,20706
3386,SP,35.0,10401.0,Capivari,55768
3387,SP,35.0,10500.0,Caraguatatuba,121532
3388,SP,35.0,10609.0,Carapicuíba,400927
3389,SP,35.0,10708.0,Cardoso,12326
3390,SP,35.0,10807.0,Casa Branca,30380
3391,SP,35.0,10906.0,Cássia dos Coqueiros,2523
3392,SP,35.0,11003.0,Castilho,21006
3393,SP,35.0,11102.0,Catanduva,121862
3394,SP,35.0,11201.0,Catiguá,7804
3395,SP,35.0,11300.0,Cedral,9237
3396,SP,35.0,11409.0,Cerqueira César,19985
3397,SP,35.0,11508.0,Cerquilho,48949
3398,SP,35.0,11607.0,Cesário Lange,18148
3399,SP,35.0,11706.0,Charqueada,17190
3400,SP,35.0,11904.0,Clementina,8617
3401,SP,35.0,12001.0,Colina,18468
3402,SP,35.0,12100.0,Colômbia,6210
3403,SP,35.0,12209.0,Conchal,28050
3404,SP,35.0,12308.0,Conchas,17896
3405,SP,35.0,12407.0,Cordeirópolis,24528
3406,SP,35.0,12506.0,Coroados,6058
3407,SP,35.0,12605.0,Coronel Macedo,4681
3408,SP,35.0,12704.0,Corumbataí,4055
3409,SP,35.0,12803.0,Cosmópolis,72252
3410,SP,35.0,12902.0,Cosmorama,7307
3411,SP,35.0,13009.0,Cotia,249210
3412,SP,35.0,13108.0,Cravinhos,35292
3413,SP,35.0,13207.0,Cristais Paulista,8631
3414,SP,35.0,13306.0,Cruzália,2073
3415,SP,35.0,13405.0,Cruzeiro,82238
3416,SP,35.0,13504.0,Cubatão,130705
3417,SP,35.0,13603.0,Cunha,21547
3418,SP,35.0,13702.0,Descalvado,33718
3419,SP,35.0,13801.0,Diadema,423884
3420,SP,35.0,13850.0,Dirce Reis,1793
3421,SP,35.0,13900.0,Divinolândia,11146
3422,SP,35.0,14007.0,Dobrada,8929
3423,SP,35.0,14106.0,Dois Córregos,27315
3424,SP,35.0,14205.0,Dolcinópolis,2115
3425,SP,35.0,14304.0,Dourado,8873
3426,SP,35.0,14403.0,Dracena,46793
3427,SP,35.0,14502.0,Duartina,12445
3428,SP,35.0,14601.0,Dumont,9868
3429,SP,35.0,14700.0,Echaporã,6102
3430,SP,35.0,14809.0,Eldorado,15494
3431,SP,35.0,14908.0,Elias Fausto,17772
3432,SP,35.0,14924.0,Elisiário,3651
3433,SP,35.0,14957.0,Embaúba,2452
3434,SP,35.0,15004.0,Embu das Artes,273726
3435,SP,35.0,15103.0,Embu-Guaçu,69385
3436,SP,35.0,15129.0,Emilianópolis,3214
3437,SP,35.0,15152.0,Engenheiro Coelho,20773
3438,SP,35.0,15186.0,Espírito Santo do Pinhal,44330
3439,SP,35.0,15194.0,Espírito Santo do Turvo,4829
3440,SP,35.0,15202.0,Estrela d'Oeste,8419
3441,SP,35.0,15301.0,Estrela do Norte,2766
3442,SP,35.0,15350.0,Euclides da Cunha Paulista,9371
3443,SP,35.0,15400.0,Fartura,16036
3444,SP,35.0,15509.0,Fernandópolis,69116
3445,SP,35.0,15608.0,Fernando Prestes,5783
3446,SP,35.0,15657.0,Fernão,1716
3447,SP,35.0,15707.0,Ferraz de Vasconcelos,194276
3448,SP,35.0,15806.0,Flora Rica,1464
3449,SP,35.0,15905.0,Floreal,2917
3450,SP,35.0,16002.0,Flórida Paulista,14640
3451,SP,35.0,16101.0,Florínia,2676
3452,SP,35.0,16200.0,Franca,353187
3453,SP,35.0,16309.0,Francisco Morato,175844
3454,SP,35.0,16408.0,Franco da Rocha,154489
3455,SP,35.0,16507.0,Gabriel Monteiro,2776
3456,SP,35.0,16606.0,Gália,6548
3457,SP,35.0,16705.0,Garça,44390
3458,SP,35.0,16804.0,Gastão Vidigal,4808
3459,SP,35.0,16853.0,Gavião Peixoto,4789
3460,SP,35.0,16903.0,General Salgado,10869
3461,SP,35.0,17000.0,Getulina,11409
3462,SP,35.0,17109.0,Glicério,4815
3463,SP,35.0,17208.0,Guaiçara,12168
3464,SP,35.0,17307.0,Guaimbê,5765
3465,SP,35.0,17406.0,Guaíra,40790
3466,SP,35.0,17505.0,Guapiaçu,21454
3467,SP,35.0,17604.0,Guapiara,17157
3468,SP,35.0,17703.0,Guará,21220
3469,SP,35.0,17802.0,Guaraçaí,8323
